,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.17,0.18,0.04,1.0,0.25,0.06
codeblocks.csv,0.31,0.88,0.99,1.0,0.48,0.47
dataobjectsdotnet.csv,0.25,0.12,0.41,0.29,0.56,0.98
n2cms.csv,0.96,0.18,0.31,0.1,0.37,0.28
nug.csv,0.5,1.0,0.37,0.57,0.02,0.41
uclmda.csv,0.4,0.41,0.64,0.71,1.0,0.42
