,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.78,0.73,0.39,0.6,0.84,0.73,0.76,0.67,0.6,0.87,0.69,0.62,0.49,0.46,0.64,0.73,0.49
arm-webradio.csv,0.69,0.48,0.84,0.63,0.69,0.79,0.91,0.37,0.64,0.79,0.94,0.79,0.8,0.91,0.78,1.02,0.2
bwapi.csv,1.0,0.93,0.94,0.98,0.77,0.98,1.0,1.14,0.71,0.77,1.0,0.91,0.92,1.0,0.62,0.33,1.02
co-ode-owl-plugins.csv,0.63,0.57,0.5,0.6,0.65,0.51,0.81,0.29,0.68,0.95,0.95,0.65,0.82,0.92,0.53,0.93,0.15
firebreath.csv,0.56,0.96,0.58,0.54,0.57,0.46,0.6,0.92,0.82,0.59,0.91,0.44,0.84,0.38,0.59,0.92,0.85
frogatto.csv,0.42,0.73,0.65,0.53,0.58,0.57,0.63,0.98,0.47,0.39,0.92,0.53,0.69,0.99,0.39,1.01,0.69
gretl.csv,0.52,0.58,0.43,0.47,0.95,0.69,0.75,0.65,0.83,0.96,0.82,0.4,0.63,0.37,0.94,0.96,0.5
jasperreports.csv,0.77,0.91,0.94,0.9,0.84,0.85,1.0,1.18,1.04,0.81,0.92,0.71,0.68,0.14,0.86,0.87,1.28
konversation.csv,0.67,0.69,0.26,0.6,0.57,0.46,0.73,0.8,0.9,0.68,0.77,0.57,0.82,0.42,0.72,0.87,0.87
linuxsh.csv,0.69,0.33,0.76,0.89,0.6,0.83,1.0,0.4,0.82,0.84,1.0,0.88,0.91,1.0,0.58,0.83,0.63
moviesandbox.csv,0.54,0.48,0.51,0.54,0.49,0.51,0.91,0.49,0.63,0.67,0.94,0.76,0.8,0.6,0.56,0.96,0.77
ontomorphtab.csv,0.34,0.54,0.47,0.4,0.61,0.52,0.63,0.9,0.67,0.46,0.79,0.46,0.69,0.29,0.46,0.83,0.55
opengs.csv,0.74,0.58,0.32,0.45,0.57,0.62,0.86,0.78,0.33,0.65,1.0,0.69,0.76,0.67,0.54,0.72,0.63
scite-ru.csv,0.86,0.46,0.68,0.7,0.78,0.74,0.61,0.69,0.62,0.89,0.71,0.58,0.75,1.0,0.55,0.94,0.69
tokratan.csv,0.7,0.59,0.43,0.5,0.59,0.75,0.9,0.94,0.54,0.46,0.89,0.55,0.74,0.73,0.81,0.88,0.7
vrjuggler.csv,0.59,1.0,0.5,0.96,0.79,0.97,0.82,0.89,1.0,1.0,0.43,0.93,0.96,1.06,0.6,0.92,0.48
xuggle.csv,0.65,0.78,0.49,0.35,0.66,0.62,0.54,0.84,0.52,0.49,0.89,0.61,0.63,0.96,0.55,0.87,0.55
