,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.14,0.67,0.2,0.39,0.8,0.36,0.37,0.58,0.6,0.63,0.47,0.53,0.4,0.34,0.58,0.44,0.09
arm-webradio.csv,0.33,0.4,0.1,0.33,0.6,0.25,0.06,0.16,0.64,0.58,0.08,0.23,0.29,0.34,0.73,0.97,0.2
bwapi.csv,1.0,0.85,0.94,0.98,0.57,0.98,1.0,0.96,0.39,0.72,1.0,0.9,0.91,1.0,0.27,0.22,0.91
co-ode-owl-plugins.csv,0.43,0.44,0.28,0.58,0.63,0.35,0.04,0.1,0.68,0.94,0.14,0.17,0.44,0.91,0.48,0.92,0.14
firebreath.csv,0.14,0.96,0.52,0.46,0.54,0.34,0.19,0.68,0.81,0.48,0.51,0.3,0.78,0.23,0.09,0.58,0.81
frogatto.csv,0.29,0.64,0.64,0.51,0.46,0.43,0.6,0.8,0.31,0.33,0.92,0.43,0.64,0.99,0.24,0.69,0.55
gretl.csv,0.33,0.51,0.36,0.29,0.94,0.52,0.42,0.64,0.79,0.96,0.32,0.27,0.55,0.37,0.94,0.94,0.26
jasperreports.csv,0.57,0.65,0.94,0.84,0.6,0.84,1.0,0.98,0.66,0.13,0.92,0.67,0.64,0.13,0.55,0.03,0.79
konversation.csv,0.14,0.25,0.2,0.19,0.09,0.33,0.31,0.18,0.16,0.59,0.34,0.17,0.4,0.29,0.06,0.08,0.12
linuxsh.csv,0.29,0.27,0.11,0.05,0.51,0.14,0.06,0.11,0.82,0.73,0.02,0.07,0.15,0.02,0.33,0.64,0.03
moviesandbox.csv,0.48,0.31,0.44,0.34,0.43,0.29,0.12,0.29,0.6,0.58,0.07,0.13,0.36,0.52,0.24,0.69,0.3
ontomorphtab.csv,0.19,0.51,0.44,0.32,0.57,0.42,0.54,0.54,0.44,0.37,0.39,0.17,0.42,0.29,0.36,0.22,0.4
opengs.csv,0.05,0.36,0.2,0.22,0.49,0.44,0.04,0.0,0.25,0.59,0.02,0.13,0.33,0.54,0.21,0.28,0.02
scite-ru.csv,0.86,0.45,0.53,0.69,0.77,0.67,0.21,0.65,0.62,0.89,0.66,0.23,0.55,1.0,0.52,0.94,0.67
tokratan.csv,0.14,0.22,0.12,0.15,0.43,0.18,0.0,0.0,0.05,0.23,0.19,0.2,0.38,0.72,0.0,0.0,0.3
vrjuggler.csv,0.14,0.0,0.07,0.01,0.17,0.03,0.15,0.04,0.0,0.02,0.39,0.13,0.04,0.52,0.33,0.42,0.14
xuggle.csv,0.24,0.76,0.27,0.21,0.6,0.49,0.38,0.42,0.49,0.48,0.36,0.5,0.58,0.95,0.48,0.86,0.37
