,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.27,0.59,0.69,0.55,0.48,0.4,0.36,0.6,0.73,0.39,0.51,0.63,0.69,0.68,0.63,0.44,0.56
arm-webradio.csv,0.44,0.7,0.2,0.49,0.58,0.29,0.12,0.7,0.72,0.46,0.07,0.28,0.29,0.18,0.54,0.13,0.93
bwapi.csv,0.0,0.39,0.24,0.09,0.47,0.09,0.0,0.14,0.44,0.55,0.0,0.34,0.32,0.0,0.48,0.76,0.27
co-ode-owl-plugins.csv,0.55,0.62,0.6,0.72,0.67,0.63,0.23,0.75,0.67,0.24,0.07,0.42,0.34,0.32,0.71,0.29,0.95
firebreath.csv,0.51,0.17,0.67,0.68,0.71,0.69,0.47,0.37,0.51,0.63,0.28,0.68,0.48,0.7,0.47,0.3,0.47
frogatto.csv,0.69,0.55,0.7,0.73,0.62,0.61,0.67,0.35,0.66,0.77,0.3,0.66,0.61,0.05,0.7,0.28,0.54
gretl.csv,0.61,0.66,0.73,0.64,0.24,0.53,0.41,0.69,0.5,0.17,0.29,0.71,0.62,0.87,0.24,0.23,0.6
jasperreports.csv,0.48,0.36,0.24,0.41,0.41,0.46,0.0,0.08,0.22,0.24,0.3,0.59,0.62,0.94,0.35,0.16,0.0
konversation.csv,0.39,0.4,0.82,0.47,0.48,0.68,0.37,0.26,0.13,0.59,0.35,0.5,0.31,0.69,0.33,0.16,0.17
linuxsh.csv,0.41,0.8,0.29,0.13,0.63,0.21,0.0,0.65,0.51,0.48,0.0,0.15,0.12,0.0,0.55,0.44,0.42
moviesandbox.csv,0.68,0.65,0.7,0.6,0.72,0.6,0.12,0.63,0.67,0.6,0.07,0.29,0.32,0.63,0.54,0.33,0.33
ontomorphtab.csv,0.73,0.72,0.76,0.74,0.68,0.66,0.61,0.3,0.51,0.71,0.34,0.62,0.47,0.9,0.7,0.23,0.62
opengs.csv,0.3,0.57,0.76,0.64,0.65,0.57,0.17,0.26,0.77,0.63,0.0,0.37,0.36,0.58,0.54,0.38,0.42
scite-ru.csv,0.43,0.8,0.55,0.64,0.57,0.56,0.47,0.63,0.74,0.38,0.6,0.51,0.48,0.0,0.71,0.24,0.65
tokratan.csv,0.36,0.49,0.62,0.56,0.59,0.31,0.12,0.07,0.51,0.63,0.14,0.53,0.39,0.63,0.23,0.15,0.41
vrjuggler.csv,0.48,0.0,0.55,0.05,0.27,0.04,0.22,0.13,0.0,0.0,0.76,0.1,0.06,0.1,0.53,0.21,0.58
xuggle.csv,0.44,0.55,0.6,0.73,0.63,0.59,0.62,0.31,0.75,0.8,0.22,0.61,0.65,0.2,0.69,0.42,0.61
