,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.7,0.04,0.25,0.11,0.33,0.0,0.0,0.4,0.33,0.67,0.18,0.21,0.05,0.12,0.35,0.4,0.38,0.32
exl.csv,0.06,0.32,0.67,0.12,0.44,0.45,0.12,0.2,0.57,0.61,0.15,0.17,0.43,0.24,0.39,0.53,0.85,0.05
ildjit.csv,0.2,0.17,0.28,0.1,0.2,0.29,0.0,0.64,0.09,0.0,0.25,0.48,0.21,0.0,0.36,0.06,0.21,0.11
konversation.csv,0.73,0.5,0.62,0.11,0.51,0.59,0.06,0.09,0.21,0.27,0.59,0.22,0.54,0.39,0.25,0.45,0.7,0.09
ltp.csv,0.8,0.19,0.67,0.07,0.46,0.32,0.0,0.16,0.38,0.49,0.53,0.07,0.71,0.28,0.21,0.47,0.54,0.05
mcmc-jags.csv,0.76,0.28,0.71,0.09,0.64,0.8,0.06,0.41,0.68,0.39,0.55,0.2,0.77,0.49,0.26,0.58,0.88,0.06
micomt.csv,0.78,0.29,0.76,0.14,0.61,0.75,0.05,0.19,0.61,0.52,0.64,0.1,0.8,0.69,0.24,0.6,0.87,0.05
migen.csv,0.45,0.36,0.57,0.15,0.68,0.36,0.25,0.16,0.56,0.0,0.53,0.2,0.65,0.28,0.26,0.43,0.82,0.05
moviesandbox.csv,0.22,0.34,0.71,0.19,0.49,0.52,0.15,0.1,0.58,0.09,0.67,0.14,0.78,0.56,0.1,0.45,0.83,0.06
nebuladevice.csv,0.0,0.1,0.15,0.0,0.27,0.39,0.0,0.0,0.1,0.49,0.17,0.06,0.14,0.21,0.51,0.23,0.13,0.03
opengs.csv,0.16,0.44,0.67,0.1,0.44,0.57,0.08,0.19,0.75,0.48,0.5,0.16,0.61,0.44,0.26,0.51,0.86,0.09
openxava.csv,0.45,0.37,0.55,0.1,0.48,0.39,0.1,0.22,0.38,0.51,0.06,0.33,0.42,0.12,0.36,0.42,0.59,0.05
passwordsafe.csv,0.79,0.33,0.74,0.1,0.58,0.36,0.07,0.21,0.69,0.44,0.68,0.19,0.72,0.5,0.22,0.65,0.88,0.07
phonon-vlc-mplayer.csv,0.82,0.33,0.74,0.15,0.54,0.42,0.11,0.19,0.7,0.31,0.73,0.23,0.72,0.7,0.11,0.56,0.86,0.1
sepgsql.csv,0.56,0.38,0.74,0.2,0.61,0.33,0.22,0.24,0.63,0.33,0.65,0.21,0.76,0.38,0.11,0.6,0.86,0.09
tcl.csv,0.69,0.03,0.47,0.0,0.32,0.27,0.0,0.46,0.55,0.68,0.18,0.12,0.29,0.0,0.29,0.36,0.55,0.02
unflobtactical.csv,0.43,0.31,0.74,0.24,0.59,0.5,0.07,0.2,0.59,0.44,0.64,0.08,0.76,0.5,0.32,0.6,0.78,0.05
