,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.52,0.1,0.19,0.66,0.3,0.0,0.0,0.33,0.32,0.53,0.22,0.15,0.04,0.25,0.51,0.48,0.28,0.97
exl.csv,0.04,0.72,0.64,0.67,0.47,0.51,0.92,0.25,0.6,0.59,0.17,0.5,0.38,0.41,0.72,0.61,0.77,0.5
ildjit.csv,0.14,0.2,0.21,0.13,0.18,0.42,0.0,0.7,0.07,0.0,0.26,0.43,0.17,0.0,0.56,0.05,0.14,0.38
konversation.csv,0.65,0.76,0.55,0.41,0.5,0.69,0.78,0.12,0.18,0.24,0.67,0.61,0.49,0.73,0.48,0.53,0.61,0.66
ltp.csv,0.74,0.23,0.65,0.39,0.49,0.43,0.0,0.26,0.42,0.5,0.75,0.21,0.62,0.48,0.45,0.53,0.33,0.54
mcmc-jags.csv,0.34,0.69,0.62,0.4,0.67,0.92,0.78,0.41,0.74,0.35,0.76,0.0,0.73,0.75,0.5,0.66,0.59,0.3
micomt.csv,0.49,0.72,0.69,0.73,0.64,0.81,0.69,0.34,0.33,0.48,0.84,0.26,0.75,0.85,0.47,0.72,0.58,0.13
migen.csv,0.36,0.68,0.53,0.78,0.73,0.31,0.97,0.17,0.57,0.0,0.6,0.0,0.6,0.48,0.43,0.37,0.73,0.58
moviesandbox.csv,0.16,0.77,0.7,0.3,0.5,0.45,0.95,0.12,0.64,0.06,0.84,0.42,0.78,0.77,0.16,0.42,0.68,0.59
nebuladevice.csv,0.0,0.28,0.11,0.0,0.28,0.58,0.0,0.0,0.09,0.49,0.23,0.21,0.11,0.4,0.69,0.26,0.09,0.33
opengs.csv,0.11,0.7,0.65,0.53,0.44,0.58,0.87,0.27,0.79,0.42,0.53,0.49,0.55,0.69,0.48,0.45,0.79,0.67
openxava.csv,0.37,0.74,0.52,0.44,0.49,0.57,0.89,0.28,0.38,0.49,0.07,0.73,0.35,0.25,0.67,0.43,0.46,0.36
passwordsafe.csv,0.24,0.61,0.67,0.51,0.58,0.31,0.81,0.37,0.77,0.37,0.85,0.09,0.7,0.76,0.45,0.69,0.59,0.57
phonon-vlc-mplayer.csv,0.0,0.6,0.73,0.68,0.55,0.32,0.92,0.33,0.77,0.25,0.84,0.64,0.68,0.67,0.16,0.49,0.74,0.84
sepgsql.csv,0.48,0.69,0.73,0.81,0.63,0.31,0.97,0.37,0.67,0.25,0.68,0.61,0.72,0.57,0.09,0.57,0.79,0.8
tcl.csv,0.58,0.1,0.38,0.0,0.35,0.0,0.0,0.72,0.56,0.7,0.28,0.36,0.26,0.0,0.55,0.42,0.44,0.28
unflobtactical.csv,0.33,0.71,0.7,0.63,0.64,0.52,0.81,0.25,0.21,0.36,0.75,0.27,0.74,0.65,0.44,0.67,0.68,0.21
