,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.84,0.53,0.69,0.48,0.08,0.56,1.0,0.4,0.88,0.81,1.0,0.5,0.51,0.29,0.66,0.44,1.0
avisynth2.csv,0.16,0.0,0.19,0.12,0.0,0.04,1.0,0.0,0.0,0.11,0.01,0.23,0.23,0.0,0.0,0.05,0.0
bigdata.csv,0.1,0.27,0.75,0.07,0.04,0.22,1.0,0.2,1.0,0.26,0.94,0.75,0.29,0.16,0.05,0.32,1.0
dsworkbench.csv,0.7,0.38,0.31,0.2,0.33,0.38,0.0,0.4,0.12,0.28,0.44,0.44,0.0,0.33,0.28,0.22,1.0
foursquared.csv,0.28,0.18,0.12,0.45,0.83,0.12,0.67,0.0,0.38,0.21,0.03,0.1,0.06,0.16,0.16,0.2,0.0
geotools.csv,0.8,0.68,0.88,0.85,0.67,0.61,0.0,1.0,1.0,0.59,0.94,0.43,0.51,0.62,0.1,0.46,1.0
gephex.csv,0.94,0.85,0.81,0.83,0.17,0.49,0.0,0.4,1.0,0.74,0.69,0.42,0.69,0.9,0.97,0.52,1.0
jgossipforum.csv,0.02,0.23,0.62,0.22,0.25,0.19,0.0,1.0,0.75,0.19,0.28,0.16,0.34,0.4,0.04,0.13,0.0
madman.csv,0.1,0.32,0.31,0.23,0.62,0.28,0.0,0.4,0.88,0.32,0.31,0.12,0.4,0.43,0.44,0.47,0.0
pokenetonline.csv,1.0,0.97,0.94,0.67,1.0,0.97,1.0,1.0,1.0,0.95,0.9,0.92,0.29,0.94,0.88,0.85,0.0
qmmp.csv,0.76,0.63,0.69,0.4,0.92,0.9,1.0,0.2,0.88,0.91,0.56,0.75,0.6,0.68,0.46,0.95,0.0
rcp-company-uibindings.csv,0.76,0.35,0.56,0.27,0.71,0.57,1.0,0.4,1.0,0.62,0.59,0.68,0.29,0.48,0.1,0.86,1.0
simplewebservices.csv,1.0,0.83,0.69,0.95,0.83,0.83,0.67,1.0,0.88,0.84,0.69,0.9,0.69,0.9,0.66,0.4,1.0
t-2.csv,0.4,0.93,0.69,0.42,0.92,0.62,0.67,0.2,1.0,0.34,0.92,0.35,0.29,0.68,0.01,0.74,1.0
wsmt.csv,0.22,0.0,0.06,0.0,0.12,0.16,0.0,0.0,0.0,0.04,0.1,0.29,0.8,0.0,0.0,0.44,0.0
yarp0.csv,0.54,0.23,0.69,0.48,0.42,0.51,0.0,1.0,1.0,0.64,0.56,0.45,0.69,0.71,0.6,0.46,0.0
