,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.75,0.44,0.72,0.57
jajuk.csv,0.34,0.57,0.61,0.62
vapor.csv,0.89,0.72,0.59,0.89
zorannt.csv,0.54,0.39,0.67,0.68
