,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,2.0,4.0,4.0,2.0
jajuk.csv,2.0,5.0,1.0,0.0
vapor.csv,2.0,10.0,5.0,2.0
zorannt.csv,10.0,1.0,3.0,2.0
