,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.32,0.18,0.24,0.24
jajuk.csv,0.17,0.24,0.22,0.22
vapor.csv,0.36,0.33,0.18,0.34
zorannt.csv,0.21,0.13,0.22,0.33
