,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.86,0.74,0.52,0.66
jajuk.csv,0.73,0.91,0.8,0.81
vapor.csv,0.66,0.65,0.48,0.11
zorannt.csv,0.56,0.65,0.48,0.76
