,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,20.5,0.0,84.5,169.0,138.0,74.5,233.5,97.5,88.5,55.5,240.5,90.5,98.5,686.0,92.5,98.5,88.5
botsnscouts.csv,196.0,98.5,97.5,98.5,98.5,294.5,658.5,292.5,188.0,196.0,93.5,180.0,1076.5,472.5,98.5,790.5,97.5,98.5,98.5
bscwweasel.csv,196.0,6.5,97.5,98.5,79.5,191.0,280.5,96.5,91.5,288.5,88.5,1016.5,1869.5,265.5,98.5,494.5,98.5,96.5,98.5
bzbyte.csv,196.0,103.0,89.5,98.5,99.0,97.5,657.5,195.0,186.0,196.0,98.5,197.0,1983.0,1143.0,98.5,0.0,98.5,98.5,98.5
capcode.csv,97.5,0.0,97.5,194.0,99.0,97.5,273.5,96.5,186.0,182.0,98.5,197.0,736.5,666.5,98.5,591.5,93.5,96.5,98.5
emite.csv,351.0,197.5,84.5,98.5,167.0,192.0,543.0,96.5,91.5,93.5,191.0,180.0,622.0,112.5,98.5,1493.5,98.5,76.5,97.5
fbmanager.csv,183.0,98.5,97.5,96.5,94.5,271.5,89.5,195.0,188.0,290.5,193.0,269.5,1983.0,469.5,98.5,0.0,93.5,98.5,98.5
lcfizvtop.csv,196.0,98.5,97.5,95.5,95.5,191.0,657.5,193.0,286.5,97.5,193.0,197.0,296.0,660.5,98.5,593.0,93.5,98.5,98.5
mediaportal.csv,72.5,61.5,165.0,70.5,89.5,191.0,280.5,416.5,91.5,190.0,90.5,370.5,228.5,177.0,98.5,679.5,93.5,93.5,97.5
nodal.csv,196.0,98.5,171.0,92.5,95.5,273.5,560.0,319.0,91.5,93.5,90.5,308.0,689.0,666.5,192.0,2154.5,92.5,86.5,98.5
paintown.csv,196.0,197.5,196.5,98.5,99.0,294.5,745.0,292.5,290.5,196.0,98.5,269.5,1795.0,949.0,98.5,1568.0,98.5,93.5,98.5
powerfolder.csv,94.5,197.5,72.5,98.5,98.5,577.0,359.0,94.5,91.5,190.0,93.5,269.5,619.0,189.0,98.5,389.0,95.5,93.5,95.5
retromenu.csv,133.0,96.5,64.5,92.5,79.5,234.5,86.5,76.5,188.0,97.5,93.5,156.0,104.5,177.0,98.5,969.5,60.5,98.5,98.5
smbopensoft.csv,97.5,98.5,97.5,96.5,99.0,294.5,756.0,290.5,290.5,97.5,98.5,197.0,1618.0,760.0,98.5,1184.5,95.5,98.5,98.5
sqlpower-library.csv,196.0,197.5,196.5,98.5,89.5,196.0,188.0,292.5,290.5,196.0,98.5,197.0,1983.0,753.0,98.5,1184.5,98.5,98.5,98.5
st-filteredstatistics.csv,196.0,98.5,196.5,98.5,97.5,285.5,756.0,195.0,290.5,190.0,193.0,197.0,1049.5,1044.5,98.5,1086.0,98.5,93.5,98.5
triplea.csv,196.0,197.5,97.5,98.5,97.5,766.0,756.0,193.0,286.5,196.0,193.0,366.0,1372.5,849.5,98.5,790.0,95.5,98.5,98.5
uface.csv,196.0,197.5,97.5,98.5,95.5,294.5,280.5,292.5,381.0,290.5,98.5,366.0,1983.0,661.5,98.5,790.5,98.5,98.5,98.5
