,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.31,0.74,0.28,0.15,0.09,0.21,0.69,0.21,0.12,0.43,0.24,0.0,0.35,0.2,0.4,0.31,0.58,0.21,0.43,0.2
autofac.csv,0.52,0.11,0.76,0.62,0.4,0.32,0.25,0.18,0.52,0.38,0.17,0.08,0.55,0.58,0.49,0.64,0.6,0.51,0.71,0.72
azureus.csv,0.47,0.67,0.58,0.6,0.51,0.26,0.32,0.16,0.69,0.63,0.19,0.07,0.41,0.59,0.71,0.64,0.45,0.55,0.97,0.82
coot.csv,0.24,0.08,0.44,0.58,0.44,0.19,0.31,0.15,0.48,0.37,0.17,0.06,0.0,0.61,0.6,0.69,0.35,0.44,0.78,0.73
cuberok.csv,0.46,0.51,0.57,0.71,0.65,0.26,0.41,0.19,0.81,0.39,0.18,0.08,0.3,0.51,0.71,0.37,0.54,0.4,0.66,0.75
dsworkbench.csv,0.06,0.81,0.06,0.2,0.19,0.18,0.35,0.13,0.41,0.18,0.0,0.0,0.2,0.41,0.0,0.23,0.5,0.27,0.26,0.25
gabel.csv,0.48,0.48,0.42,0.5,0.46,0.32,0.32,0.39,0.56,0.42,0.2,0.0,0.11,0.33,0.09,0.43,0.58,0.3,0.38,0.22
gephex.csv,0.49,0.85,0.62,0.72,0.39,0.23,0.46,0.11,0.83,0.3,0.2,0.0,0.41,0.71,0.7,0.67,0.52,0.57,0.78,0.56
haggle.csv,0.56,0.62,0.42,0.7,0.09,0.42,0.13,0.19,0.33,0.33,0.31,0.0,0.44,0.58,0.41,0.55,0.52,0.46,0.38,0.23
icescrum.csv,0.49,0.65,0.25,0.52,0.49,0.26,0.44,0.17,0.55,0.52,0.32,0.0,0.34,0.53,0.31,0.52,0.83,0.37,0.71,0.6
javaprofiler.csv,0.51,0.79,0.56,0.78,0.57,0.28,0.45,0.18,0.74,0.39,0.27,0.06,0.55,0.68,0.75,0.64,0.49,0.5,0.98,0.71
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.06,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.48,0.52,0.56,0.62,0.47,0.45,0.39,0.18,0.56,0.48,0.27,0.0,0.46,0.64,0.7,0.63,0.49,0.39,0.85,0.51
octet.csv,0.21,0.64,0.56,0.5,0.42,0.3,0.54,0.15,0.61,0.35,0.5,0.0,0.24,0.67,0.28,0.56,0.53,0.52,0.81,0.39
openefm.csv,0.61,0.66,0.25,0.59,0.43,0.24,0.51,0.06,0.65,0.32,0.19,0.08,0.27,0.53,0.24,0.58,0.61,0.41,0.73,0.59
rcp-company-uibindings.csv,0.32,0.81,0.52,0.6,0.49,0.28,0.35,0.14,0.54,0.42,0.12,0.0,0.38,0.58,0.36,0.64,0.42,0.47,0.92,0.37
servicestack.csv,0.06,0.38,0.49,0.03,0.0,0.32,0.15,0.0,0.0,0.16,0.22,0.0,0.59,0.0,0.1,0.0,0.26,0.0,0.17,0.03
synecdoche.csv,0.5,0.78,0.61,0.35,0.56,0.29,0.38,0.19,0.64,0.53,0.11,0.0,0.32,0.59,0.65,0.61,0.47,0.64,0.6,0.44
tmva.csv,0.48,0.8,0.59,0.68,0.56,0.27,0.49,0.14,0.82,0.39,0.18,0.0,0.41,0.66,0.59,0.33,0.5,0.42,0.98,0.58
wsmt.csv,0.33,0.38,0.44,0.16,0.0,0.2,0.12,0.04,0.06,0.11,0.11,0.07,0.25,0.17,0.82,0.09,0.0,0.0,0.73,0.66
