,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv
adobe-source.csv,0.31,0.54,0.25,0.1,0.26,0.2,0.22,0.24,0.23,0.88
aubit4gl.csv,0.39,0.67,0.58,0.33,0.96,0.26,0.55,0.49,0.32,0.49
liferea.csv,0.31,0.0,0.33,0.93,0.23,0.51,0.33,0.46,0.4,0.53
moving-pictures.csv,0.61,0.48,0.55,0.18,0.42,0.54,1.0,0.34,0.47,0.5
opensim4opencog.csv,0.18,0.0,0.41,0.18,0.13,0.89,0.09,0.11,0.18,0.0
plearn.csv,0.87,0.2,0.4,0.34,0.56,0.2,0.57,0.47,0.8,0.57
psrchive.csv,0.12,0.0,0.88,0.1,0.09,0.11,0.0,0.19,0.18,0.12
re2c.csv,0.54,1.0,0.74,0.17,0.59,0.33,0.47,0.54,0.61,0.32
rebecca-aiml.csv,0.31,0.2,0.4,0.26,0.58,0.34,0.39,0.49,0.98,0.43
xfce.csv,0.59,0.57,0.64,0.65,0.54,0.71,0.52,0.96,0.42,0.58
