,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv
adobe-source.csv,0.74,0.53,0.79,0.92,0.78,0.83,0.82,0.82,0.83,0.15
aubit4gl.csv,0.78,0.47,0.68,0.91,0.11,0.81,0.6,0.65,0.95,0.68
liferea.csv,0.77,1.02,0.76,0.08,0.84,0.59,0.73,0.61,0.66,0.57
moving-pictures.csv,0.52,0.77,0.73,0.85,0.71,0.72,0.0,0.77,0.86,0.7
opensim4opencog.csv,0.85,1.01,0.66,0.85,0.89,0.13,0.93,0.92,0.85,1.0
plearn.csv,0.15,0.92,0.67,0.83,0.78,0.87,0.71,0.74,0.35,0.72
psrchive.csv,0.9,1.0,0.14,0.92,0.93,0.91,1.0,0.85,0.85,0.9
re2c.csv,0.58,0.02,0.59,0.97,0.57,0.84,0.72,0.72,0.71,0.87
rebecca-aiml.csv,0.74,0.83,0.71,0.85,0.73,0.75,0.86,0.64,0.02,0.73
xfce.csv,0.71,0.76,0.61,0.68,0.73,0.62,0.81,0.07,0.89,0.7
