,id,expected,max_bell,avge,median,bellwether,size
55,2,0,1,1.0,0.85,logicmail.csv,1
51,3,3,6,3.4,0.685,japano.csv,10
50,4,5,16,5.38,1.0,sevenupdate.csv,16
57,5,4,9,5.09,0.88,tmva.csv,11
21,6,5,15,7.79,0.93,st-filteredstatistics.csv,15
17,7,6,18,7.33,0.935,pokenetonline.csv,18
27,8,6,17,6.63,0.94,uface.csv,20
16,9,3,7,2.3,0.8,ngl.csv,10
24,10,3,5,3.11,0.6799999999999999,beast-mcmc.csv,10
56,13,2,5,2.0,0.89,multitude.csv,6
58,14,1,2,1.5,0.9099999999999999,gpsmid.csv,2
18,16,5,11,7.21,0.835,quickfast.csv,14
23,17,2,7,3.0,0.96,werx.csv,7
14,18,3,8,4.0,0.995,benojt.csv,8
25,19,3,9,4.89,0.85,red5.csv,9
13,20,3,8,4.5,1.0,google-collections.csv,8
28,21,2,7,2.57,0.96,kolmafia.csv,7
59,22,6,15,5.41,0.9,sumatrapdf.csv,17
49,23,5,12,7.07,1.0,hydrogen.csv,15
48,24,3,8,5.1,0.985,enlightenment.csv,10
60,25,3,8,5.44,0.98,grisbi.csv,9
26,26,2,6,2.14,0.82,k3b.csv,7
15,27,2,3,2.4,0.69,dynalloy.csv,5
22,28,5,12,7.14,0.905,psycle.csv,14
38,30,2,5,2.67,0.795,flylinkdc.csv,6
33,31,3,6,3.33,0.73,kdenlive.csv,9
5,32,5,15,6.47,1.0,biopax.csv,15
12,33,4,12,6.25,1.0,jguard.csv,13
11,34,1,2,1.5,0.7050000000000001,qmmp.csv,4
6,35,1,3,3.0,1.0,planeshift.csv,3
32,36,3,5,3.62,0.7949999999999999,jcache.csv,8
39,37,2,6,2.43,0.85,mcmc-jags.csv,7
31,38,2,7,3.43,0.93,patterntesting.csv,7
40,39,1,1,0.67,0.65,zorannt.csv,3
53,40,3,8,4.56,0.97,sylpheed-claws.csv,9
46,41,6,17,6.74,1.0,ppcboot.csv,19
19,42,1,3,1.5,0.695,xstore.csv,4
30,43,5,13,6.75,0.92,sauerbraten.csv,16
29,44,6,12,6.56,0.835,nug.csv,18
20,45,4,8,4.0,0.95,kml.csv,11
45,46,3,9,6.0,0.96,roller.csv,11
54,47,4,7,4.0,0.735,hibernate.csv,12
47,48,5,13,4.14,0.865,micomt.csv,14
52,49,4,11,5.64,0.95,enzo.csv,11
8,51,4,9,2.82,0.88,pnotepad.csv,11
41,52,5,13,4.64,0.865,gss.csv,14
37,53,3,7,3.56,0.76,xcf.csv,9
36,54,1,3,2.0,0.96,freewrl.csv,3
42,55,2,7,2.29,0.91,glelite.csv,7
4,57,2,3,2.0,0.63,raven-monitoring.csv,6
9,58,4,10,5.45,0.91,gpac.csv,11
1,59,1,4,2.75,0.855,jajuk.csv,4
0,61,6,19,9.47,1.0,plato.csv,19
35,62,3,8,4.89,0.95,baadengine.csv,9
43,63,6,16,6.53,1.0,magicwars.csv,17
44,64,6,17,7.59,0.975,bwapi.csv,18
34,65,4,12,5.46,0.95,libopenmetaverse.csv,13
2,66,5,14,5.5,0.95,rectracker.csv,14
10,67,5,15,5.75,0.9,prelude.csv,16
3,68,1,3,1.25,0.79,tigermud.csv,4
7,69,1,2,1.5,0.7,ambulant.csv,2
