,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.41,0.44,0.4,0.8,0.32,0.07,0.67,0.05,0.52,0.35,0.63,0.64,0.72,0.92,0.77
aufs.csv,0.25,0.34,0.24,0.79,0.09,0.05,0.63,0.02,0.6,0.22,0.61,0.55,0.23,0.53,0.2
bulmages.csv,0.0,0.22,0.11,0.79,0.21,0.07,0.16,0.0,0.0,0.46,0.68,0.0,0.69,0.12,0.0
coot.csv,0.0,0.25,0.36,0.84,0.23,0.07,0.61,0.03,0.39,0.35,0.58,0.52,0.72,0.67,0.61
emono.csv,0.4,0.39,0.44,0.76,0.28,0.07,0.74,0.06,0.48,0.36,0.65,0.64,0.63,0.87,0.71
extprosys.csv,0.41,0.52,0.5,0.47,0.29,0.05,0.76,0.06,0.15,0.37,0.63,0.57,0.49,0.76,0.56
freelords.csv,0.34,0.37,0.52,0.7,0.34,0.08,0.7,0.08,0.47,0.39,0.67,0.37,0.7,0.63,0.65
jnode.csv,0.28,0.08,0.18,0.46,0.1,0.24,0.13,0.06,0.0,0.31,0.0,0.05,0.65,0.06,0.07
jruby.csv,0.36,0.1,0.55,0.83,0.33,0.07,0.48,0.09,0.48,0.35,0.68,0.62,0.05,0.78,0.22
jsecurity.csv,0.23,0.35,0.12,0.08,0.5,0.1,0.22,0.07,0.24,0.21,0.29,0.2,0.61,0.5,0.55
matrex.csv,0.32,0.16,0.17,0.62,0.15,0.07,0.07,0.19,0.27,0.0,0.83,0.25,0.12,0.32,0.32
officefloor.csv,0.45,0.28,0.24,0.09,0.24,0.11,0.16,0.11,0.48,0.29,0.49,0.38,0.51,0.55,0.64
projectfactory.csv,0.36,0.1,0.3,0.24,0.38,0.11,0.47,0.08,0.64,0.08,0.43,0.63,0.18,0.62,0.46
taverna.csv,0.32,0.15,0.67,0.0,0.14,0.1,0.05,0.0,0.0,0.29,0.0,0.5,0.61,0.06,0.43
vxl.csv,0.39,0.41,0.21,0.26,0.34,0.08,0.53,0.08,0.52,0.25,0.68,0.53,0.26,0.76,0.53
