,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.25,0.64,0.21,0.54,0.41,0.51,0.7
flexpay.csv,0.17,0.48,0.3,0.16,0.56,0.66,0.73
modellus.csv,0.14,0.83,0.21,0.62,0.83,0.8,0.79
open-data-kit.csv,0.19,0.6,0.17,0.36,0.52,0.57,0.85
phet.csv,0.43,0.44,0.08,0.21,0.19,0.3,0.52
qtractor.csv,0.13,0.78,0.2,0.48,0.55,0.69,0.81
sumatrapdf.csv,0.24,0.68,0.18,0.36,0.74,0.55,0.65
