,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.53,0.58,0.53,0.68,0.5,0.49,0.59
flexpay.csv,0.37,0.47,0.57,0.17,0.19,0.6,0.47
modellus.csv,0.31,0.59,0.57,0.43,0.53,0.78,0.73
open-data-kit.csv,0.43,0.65,0.54,0.48,0.4,0.67,0.73
phet.csv,0.69,0.41,0.13,0.34,0.28,0.28,0.34
qtractor.csv,0.28,0.75,0.52,0.59,0.58,0.75,0.61
sumatrapdf.csv,0.24,0.77,0.17,0.54,0.76,0.58,0.38
