,reactos-mirror.csv,critterding.csv,autat.csv,alpine.csv,open-data-kit.csv,fmri-dmt.csv
alpine.csv,0.0,5.0,1.0,0.0,4.0,2.0
autat.csv,3.0,0.0,0.0,7.0,0.0,3.0
critterding.csv,7.0,0.0,9.0,17.0,2.0,21.0
fmri-dmt.csv,875.0,74.0,83.0,152.0,0.0,0.0
open-data-kit.csv,0.0,0.0,23.0,28.0,0.0,0.0
reactos-mirror.csv,0.0,0.0,6.0,45.0,4.0,6.0
