,reactos-mirror.csv,critterding.csv,autat.csv,alpine.csv,open-data-kit.csv,fmri-dmt.csv
alpine.csv,0.11,0.17,0.04,0.0,0.2,0.13
autat.csv,0.17,0.1,0.0,0.18,0.05,0.37
critterding.csv,0.3,0.0,0.34,0.45,0.25,0.45
fmri-dmt.csv,0.0,0.0,0.0,0.0,0.0,0.0
open-data-kit.csv,0.25,0.44,0.79,0.33,0.0,0.44
reactos-mirror.csv,0.0,0.56,0.81,0.5,0.93,0.89
