,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.63,0.02,0.38,0.63,0.49,0.5,0.66,0.38
bibedt.csv,0.16,0.08,0.18,0.0,0.38,0.06,0.17,0.15
customwars.csv,0.35,0.48,0.17,0.27,0.0,0.19,0.04,0.42
impala.csv,0.19,0.69,0.41,0.46,0.52,0.62,0.0,0.92
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
playerstage.csv,0.02,0.33,0.32,0.34,0.32,0.22,0.31,0.31
quarkplusplus.csv,0.11,0.42,0.23,0.24,0.29,0.0,0.21,0.31
xinity.csv,0.61,0.02,0.26,0.29,0.31,0.19,0.36,0.0
