,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.32,0.99,0.0,0.11,0.14,0.43,0.25,0.38
bibedt.csv,0.54,0.29,0.04,1.0,0.23,0.38,0.13,0.2
customwars.csv,0.17,0.52,0.02,0.17,0.97,0.06,0.0,0.42
impala.csv,0.13,0.61,0.01,0.24,0.11,0.51,0.96,0.7
massiv.csv,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0
playerstage.csv,0.97,0.33,0.02,0.4,0.23,0.41,0.2,0.42
quarkplusplus.csv,0.53,0.39,0.04,0.26,0.3,0.98,0.12,0.42
xinity.csv,0.46,0.0,0.01,0.09,0.2,0.46,0.23,1.0
