,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.58,0.71,0.35,0.54,0.39
lcfizvtop.csv,0.5,0.94,0.75,0.67,0.88
migen.csv,0.52,0.57,0.72,0.89,0.86
mvnforum.csv,0.73,0.83,0.75,0.96,0.93
plplot.csv,0.41,0.41,0.48,0.72,0.86
