,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.67,0.58,0.6,0.56,0.67,0.73,0.53,0.5,0.62,0.56,0.86,0.82,0.46,0.6,0.73
bl-toolkit.csv,0.67,0.76,0.55,0.62,0.77,0.48,0.91,0.61,0.63,0.72,0.45,0.64,0.42,0.55,0.76
bochs.csv,0.61,0.54,0.47,0.48,0.68,0.46,0.92,0.43,0.61,0.57,0.56,0.44,0.46,0.42,0.66
emeraldemu.csv,0.58,0.62,0.43,0.64,0.66,0.67,0.65,0.55,0.7,0.61,0.65,0.97,0.48,0.65,0.89
fbmanager.csv,0.48,0.41,0.53,0.47,0.58,0.67,0.45,0.47,0.46,0.46,0.52,0.48,0.42,0.41,0.6
modellus.csv,0.88,0.75,0.96,0.84,0.95,0.61,0.38,0.87,0.69,0.75,0.9,0.47,0.57,0.57,0.89
openmalaria.csv,0.34,0.42,0.41,0.39,0.55,0.46,0.35,0.36,0.42,0.48,0.5,0.46,0.37,0.39,0.5
pi-qmc.csv,0.57,0.53,0.47,0.48,0.64,0.5,0.46,0.44,0.51,0.45,0.65,0.48,0.38,0.48,0.57
plplot.csv,0.67,0.51,0.61,0.44,0.56,0.45,0.42,0.46,0.47,0.7,0.59,0.38,0.42,0.52,0.49
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.8,0.0
psycle.csv,0.42,0.49,0.43,0.39,0.49,0.44,0.43,0.4,0.43,0.54,0.46,0.39,0.35,0.33,0.46
qgis.csv,0.49,0.62,0.56,0.48,0.64,0.61,0.73,0.46,0.57,0.56,0.56,0.48,0.42,0.67,0.61
sbml.csv,0.42,0.51,0.44,0.47,0.59,0.48,0.4,0.39,0.49,0.56,0.66,0.57,0.4,0.36,0.6
unimrcp.csv,0.75,0.84,0.92,0.85,0.94,0.67,0.63,0.91,0.99,0.86,0.75,0.76,0.59,0.88,0.8
wow-qrsk.csv,0.89,0.71,0.61,0.79,0.93,0.48,0.59,0.7,0.83,0.86,0.57,0.64,0.63,0.75,0.0
