,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,4.0,0.0,21.0,0.0
bl-toolkit.csv,2.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,10.0,1.0,5.0,2.0,0.0,28.0,0.0
bochs.csv,3.0,0.0,0.0,7.0,0.0,0.0,6.0,1.0,69.0,9.0,5.0,2.0,8.0,80.0,4.0
emeraldemu.csv,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,41.0,3.0,10.0,1.0,0.0,28.0,1.0
fbmanager.csv,0.0,0.0,2.0,0.0,0.0,1.0,7.0,1.0,4.0,0.0,1.0,0.0,3.0,49.0,5.0
modellus.csv,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,30.0,1.0
openmalaria.csv,0.0,0.0,0.0,15.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0
pi-qmc.csv,1.0,0.0,0.0,6.0,1.0,1.0,14.0,4.0,26.0,0.0,2.0,4.0,1.0,36.0,0.0
plplot.csv,0.0,2.0,0.0,3.0,0.0,0.0,14.0,2.0,18.0,0.0,14.0,3.0,4.0,20.0,5.0
powerfolder.csv,64.0,268.0,171.0,452.0,208.0,0.0,100.0,107.0,938.0,77.0,92.0,1.0,158.0,0.0,77.0
psycle.csv,0.0,0.0,0.0,4.0,1.0,2.0,1.0,6.0,8.0,14.0,2.0,8.0,6.0,76.0,6.0
qgis.csv,2.0,0.0,0.0,8.0,0.0,0.0,13.0,0.0,54.0,7.0,1.0,0.0,7.0,31.0,2.0
sbml.csv,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,17.0,7.0,4.0,0.0,6.0,60.0,1.0
unimrcp.csv,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,125.0,1.0
wow-qrsk.csv,2.0,0.0,0.0,2.0,10.0,0.0,11.0,0.0,0.0,0.0,5.0,2.0,1.0,20.0,0.0
