,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.43,0.46,0.54,0.57,0.53,0.3,0.44,0.56,0.53,0.51,0.38,0.44,0.98,0.21,0.48
bl-toolkit.csv,0.42,0.39,0.52,0.38,0.47,1.0,0.11,0.49,0.36,0.36,0.59,0.47,0.68,0.19,0.42
bochs.csv,0.47,0.71,0.62,0.5,0.96,0.78,0.25,0.77,0.43,0.41,0.5,0.6,0.64,0.08,0.51
emeraldemu.csv,0.52,0.6,0.64,0.96,0.52,0.4,0.47,0.67,0.38,0.52,0.5,0.35,0.64,0.08,0.39
fbmanager.csv,0.95,0.68,0.47,0.49,0.58,0.39,0.4,0.64,0.37,0.53,0.55,0.5,0.63,0.1,0.43
modellus.csv,0.24,0.43,0.31,0.31,0.28,0.47,0.54,0.32,0.34,0.24,0.23,0.95,0.57,0.11,0.39
openmalaria.csv,0.69,0.65,0.62,0.53,0.54,0.54,0.53,0.72,0.38,0.46,0.95,0.57,0.7,0.13,0.65
pi-qmc.csv,0.39,0.54,0.59,0.55,0.45,0.54,0.41,0.71,0.38,0.51,0.56,0.57,0.7,0.15,0.98
plplot.csv,0.52,0.63,0.49,0.45,0.49,0.47,0.44,0.65,0.4,0.98,0.5,0.63,0.71,0.18,0.46
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0
psycle.csv,0.7,0.98,0.61,0.51,0.59,0.73,0.52,0.77,0.41,0.33,0.61,0.68,0.71,0.06,0.4
qgis.csv,0.61,0.58,0.99,0.49,0.58,0.59,0.39,0.67,0.38,0.42,0.56,0.69,0.67,0.07,0.62
sbml.csv,0.66,0.67,0.59,0.5,0.55,0.46,0.59,0.97,0.35,0.42,0.51,0.48,0.66,0.11,0.6
unimrcp.csv,0.21,0.32,0.19,0.47,0.19,0.08,1.0,0.25,0.34,0.14,0.17,0.42,0.47,0.0,0.22
wow-qrsk.csv,0.19,0.5,0.42,0.52,0.24,0.72,0.36,0.38,0.98,0.43,0.51,0.51,0.55,0.18,0.09
