,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.65,0.36,0.45,0.67,0.52,0.21,0.62
flexpay.csv,0.3,0.54,0.44,0.1,0.06,0.51,0.45
modellus.csv,0.28,0.54,0.57,0.38,0.48,0.77,0.75
open-data-kit.csv,0.43,0.71,0.79,0.81,0.29,0.87,0.75
phet.csv,0.62,0.5,0.13,0.29,0.35,0.28,0.54
qtractor.csv,0.33,0.64,0.56,0.57,0.55,0.74,0.66
sumatrapdf.csv,0.9,0.82,0.96,0.9,0.77,0.91,0.97
