,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.68,0.6,0.63,0.5,0.59,0.94,0.54
flexpay.csv,0.43,0.68,0.64,0.93,0.75,0.49,0.55
modellus.csv,0.52,0.61,0.47,0.85,0.83,0.42,0.39
open-data-kit.csv,0.49,0.38,0.46,0.4,0.88,0.42,0.45
phet.csv,0.84,0.62,0.99,0.67,0.45,0.69,0.54
qtractor.csv,0.44,0.46,0.48,0.61,0.55,0.39,0.4
sumatrapdf.csv,0.39,0.44,0.4,0.37,0.59,0.44,0.4
