,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.57,0.68,0.72,0.43,0.56,0.86,0.76
flexpay.csv,0.9,0.71,0.62,0.95,0.94,0.57,0.63
modellus.csv,0.89,0.48,0.62,0.63,0.52,0.31,0.42
open-data-kit.csv,0.76,0.65,0.78,0.68,0.72,0.65,0.32
phet.csv,0.47,0.9,0.9,0.91,1.07,0.96,0.98
qtractor.csv,0.86,0.44,0.6,0.5,0.54,0.42,0.45
sumatrapdf.csv,0.9,0.57,0.97,0.75,0.29,0.75,0.84
