,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.45,0.21,0.47,0.28,0.29,0.34,0.66
flexpay.csv,0.57,0.54,0.27,0.28,0.04,0.29,0.3
modellus.csv,0.51,0.12,0.45,0.12,0.05,0.2,0.34
open-data-kit.csv,0.51,0.58,0.75,0.65,0.13,0.64,0.2
phet.csv,0.28,0.75,0.25,0.56,0.85,0.63,0.86
qtractor.csv,0.55,0.25,0.41,0.26,0.29,0.34,0.3
sumatrapdf.csv,0.89,0.54,0.97,0.74,0.18,0.74,0.84
