,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.58,0.0,0.77,0.57,0.8,0.27,0.2,0.5,0.25,0.68,0.56,0.62,0.44,0.31
carabiner.csv,0.3,0.03,0.35,0.34,0.13,0.0,0.2,1.0,0.0,0.16,0.32,0.44,0.33,0.0
elvishrayrenderer.csv,0.76,0.34,0.77,0.64,0.6,0.39,0.4,0.38,0.88,0.47,0.3,0.38,0.0,0.25
fleet-simulator.csv,0.93,0.31,0.9,0.5,0.73,0.71,1.0,0.67,0.0,0.68,0.53,0.88,0.78,0.41
gmerlin.csv,0.36,0.14,0.29,0.27,0.33,0.16,0.2,0.0,0.12,0.26,0.39,0.12,0.22,0.22
gnome-jabber.csv,0.63,0.77,0.52,0.77,0.6,0.78,0.4,0.68,0.12,0.89,0.95,0.5,0.83,0.88
ipfilter.csv,0.62,0.69,0.68,0.86,0.47,0.61,1.0,0.59,1.0,0.0,0.92,0.75,0.83,0.69
irplus.csv,0.11,0.43,0.29,0.0,0.53,0.24,0.4,0.21,0.0,0.42,0.22,0.5,0.11,0.28
mevenide.csv,0.13,0.2,0.19,0.16,0.07,0.06,0.8,0.35,0.0,0.21,0.0,0.5,0.33,0.38
moving-pictures.csv,0.27,0.8,0.0,0.5,0.47,0.53,0.0,0.85,0.88,0.79,0.27,0.38,0.67,0.66
opensim4opencog.csv,0.0,0.09,0.06,0.14,0.13,0.08,0.0,0.29,0.0,0.26,0.58,0.31,0.22,0.06
rockbox.csv,0.37,0.14,0.35,0.43,0.6,0.16,0.2,0.3,0.12,0.32,0.47,0.31,0.44,0.0
ta3d.csv,0.69,0.66,0.74,0.77,0.8,0.65,0.0,0.79,0.12,0.53,0.93,0.0,0.67,0.41
xcmetadataservicestoolkit.csv,0.55,0.06,0.65,0.64,0.0,0.35,0.8,0.55,0.12,0.74,0.57,0.44,0.56,0.28
