,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.56,0.98,0.5,0.47,0.44,0.58,0.42,0.66,0.73,0.57,0.57,0.52,0.51,0.68
carabiner.csv,0.55,0.04,0.49,0.61,0.32,1.0,0.34,0.0,0.44,0.32,0.38,0.42,0.55,0.06
elvishrayrenderer.csv,0.58,0.53,0.49,0.45,0.46,0.59,0.51,0.6,0.28,0.43,0.38,0.6,0.95,0.3
fleet-simulator.csv,0.27,0.54,0.33,0.69,0.62,0.58,0.0,0.6,1.0,0.55,0.58,0.39,0.56,0.58
gmerlin.csv,0.62,0.32,0.47,0.52,0.53,0.27,0.25,0.84,0.28,0.23,0.41,0.27,0.3,0.57
gnome-jabber.csv,0.62,0.51,0.53,0.53,0.61,0.57,0.88,0.58,0.72,0.33,0.21,0.71,0.45,0.41
ipfilter.csv,0.67,0.41,0.52,0.44,0.71,0.67,0.0,0.5,0.0,1.0,0.3,0.51,0.49,0.55
irplus.csv,0.3,0.43,0.24,0.97,0.58,0.11,0.3,0.22,0.26,0.05,0.38,0.42,0.21,0.69
mevenide.csv,0.26,0.25,0.21,0.14,0.43,0.11,0.54,0.41,0.31,0.66,0.92,0.34,0.44,0.13
moving-pictures.csv,0.3,0.52,0.97,0.48,0.6,0.26,0.26,0.45,0.25,0.34,0.42,0.65,0.6,0.7
opensim4opencog.csv,0.89,0.21,0.17,0.24,0.35,0.27,0.22,0.53,0.18,0.34,0.5,0.3,0.25,0.19
rockbox.csv,0.42,0.36,0.36,0.35,0.53,0.37,0.37,0.48,0.53,0.49,0.52,0.56,0.54,1.0
ta3d.csv,0.62,0.56,0.57,0.56,0.44,0.69,0.39,0.52,0.86,0.64,0.27,0.98,0.56,0.74
xcmetadataservicestoolkit.csv,0.66,0.38,0.57,0.64,1.0,0.4,0.51,0.53,0.78,0.57,0.66,0.42,0.65,0.41
