,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.41,0.51,0.78,0.82,0.85,0.76,0.57,0.38,0.1,0.47,0.19,0.88,0.04,0.11,0.7,0.6
amygdala.csv,0.52,0.32,0.7,0.07,0.03,0.1,0.14,0.08,0.15,0.74,0.44,0.12,0.51,0.43,0.03,0.4
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.11,0.09,1.0
dspace-gsoc.csv,0.59,0.79,0.52,0.16,0.15,0.62,0.71,1.0,0.95,0.66,0.78,0.5,0.97,0.37,0.55,0.8
hydrate.csv,0.2,0.71,0.85,0.03,0.18,0.67,0.14,0.46,0.38,0.08,0.36,0.88,0.35,0.31,0.76,1.0
ivef-sdk.csv,0.69,0.59,0.48,1.0,0.24,0.76,1.0,0.0,0.82,0.03,0.14,0.0,0.56,0.37,0.0,0.8
jmri.csv,0.41,0.64,0.15,0.57,0.55,0.62,0.21,0.15,0.31,0.37,0.19,0.5,0.29,0.17,0.27,1.0
kdenlive.csv,0.72,0.51,0.44,0.45,0.12,0.71,0.5,0.77,0.64,0.71,0.97,0.88,0.68,0.51,0.88,1.0
motu.csv,0.7,0.88,0.85,0.9,0.21,0.81,1.0,0.69,1.0,0.71,0.56,0.5,0.89,0.54,0.48,0.8
plplot.csv,0.61,0.67,0.19,0.49,0.94,0.71,0.5,1.0,0.56,0.26,0.81,0.88,0.65,0.71,0.82,0.2
projectfactory.csv,0.06,0.32,0.33,0.06,0.21,0.67,0.43,0.77,0.62,0.21,0.19,0.62,0.21,0.23,0.58,0.8
runuomondains.csv,0.49,0.82,0.3,0.16,0.64,0.62,0.57,0.77,0.9,0.53,0.47,0.75,0.47,0.17,0.45,0.6
somap.csv,0.94,0.77,1.0,0.57,0.85,0.81,1.0,1.0,0.74,1.0,1.0,1.0,0.82,1.0,1.0,1.0
taverna.csv,0.21,0.38,0.74,0.06,0.88,0.38,0.36,0.77,0.64,0.24,0.28,0.5,0.28,0.09,0.24,0.2
tigermud.csv,0.35,0.84,0.44,0.0,0.06,0.1,0.0,0.92,0.15,0.05,0.25,0.5,0.68,0.74,0.85,0.0
wishmaster.csv,0.55,0.35,0.22,0.52,0.03,0.38,0.79,0.15,0.15,0.47,0.25,0.5,0.25,0.17,0.09,1.0
