,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.72,0.43,0.83,0.77,0.09,0.79,0.54,0.52,0.02,0.74,0.21,0.97,0.0,0.05,0.79,0.44
amygdala.csv,0.36,0.17,0.62,0.0,0.17,0.09,0.18,0.3,0.23,0.31,0.47,0.08,0.67,0.38,0.05,0.37
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.19,0.11,0.02
dspace-gsoc.csv,0.26,0.83,0.49,0.4,0.4,0.35,0.57,0.85,1.0,0.4,0.42,0.15,1.0,0.29,0.26,0.67
hydrate.csv,0.03,0.58,0.74,0.13,0.31,0.65,0.23,0.43,0.28,0.09,0.26,0.59,0.5,0.14,0.37,0.54
ivef-sdk.csv,0.59,0.49,0.57,0.0,0.71,0.93,0.82,0.04,0.79,0.11,0.05,0.03,1.0,0.62,0.0,0.6
jmri.csv,0.13,0.31,0.51,0.03,0.6,0.33,0.38,0.26,0.28,0.26,0.26,0.2,0.33,0.05,0.26,0.87
kdenlive.csv,0.33,0.4,0.43,0.83,0.31,0.37,0.46,0.52,0.56,0.57,0.79,0.63,0.33,0.48,0.68,0.54
motu.csv,0.36,0.83,0.79,0.13,0.46,0.79,0.79,0.3,1.0,0.6,0.42,0.39,1.0,0.62,0.21,0.81
plplot.csv,0.31,0.65,0.4,1.0,0.86,0.18,0.62,0.96,0.58,0.46,0.89,0.83,0.5,0.71,0.89,0.62
projectfactory.csv,0.03,0.24,0.17,0.13,0.26,0.46,0.62,0.46,0.42,0.2,0.11,0.29,0.0,0.33,0.32,0.31
runuomondains.csv,0.21,0.52,0.57,0.9,0.83,0.32,0.56,0.52,0.88,0.4,0.47,0.17,0.17,0.24,0.37,0.83
somap.csv,1.0,0.79,0.89,1.0,0.8,0.86,0.92,0.98,0.72,0.94,1.0,0.93,0.0,1.0,1.0,0.75
taverna.csv,0.1,0.38,0.3,0.47,0.63,0.12,0.28,0.83,0.51,0.23,0.21,0.22,0.0,0.24,0.11,0.25
tigermud.csv,0.54,0.84,0.32,0.03,0.2,0.0,0.13,1.0,0.21,0.09,0.47,0.31,0.5,0.48,0.79,0.23
wishmaster.csv,0.36,0.27,0.25,0.8,0.06,0.28,0.3,0.15,0.23,0.31,0.11,0.29,0.33,0.14,0.05,0.67
