,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.62,0.8,0.75,0.8,0.85,1.0,0.72,0.98,1.0,0.93,0.93,0.85,0.74,0.76,0.95,0.81,0.62,0.93
doomlegacy.csv,0.86,0.0,1.0,0.26,0.83,0.53,0.93,0.05,0.21,0.93,0.72,0.97,0.72,0.35,1.0,0.73,0.91,0.13
elmo.csv,0.76,0.8,0.61,0.26,0.75,0.67,0.85,0.75,0.71,0.79,0.64,0.76,0.71,0.76,0.68,0.69,0.76,0.83
geochat.csv,0.16,0.8,0.46,0.52,0.16,0.08,0.18,0.34,0.4,0.14,0.01,0.0,0.16,0.41,0.27,0.28,0.11,0.57
gpac.csv,0.51,1.0,0.54,0.67,0.21,0.5,0.81,0.68,0.98,0.79,0.45,0.42,0.26,0.53,0.86,0.55,0.38,0.73
illumination.csv,0.0,0.8,0.12,0.5,0.0,0.81,0.03,0.0,0.0,0.36,0.49,0.33,0.0,0.76,1.0,0.0,0.0,0.33
ktc.csv,0.76,0.4,0.74,0.17,0.69,0.39,0.41,0.7,0.57,0.57,0.27,0.58,0.61,0.35,0.73,0.6,0.58,0.27
neoengine.csv,0.56,1.0,0.63,0.54,0.37,0.67,0.71,1.0,0.86,0.71,0.18,0.76,0.76,0.65,0.86,0.78,0.49,0.63
nicepress.csv,0.63,1.0,1.0,0.43,0.83,0.81,0.81,0.91,0.98,0.5,0.64,0.48,0.38,0.47,0.86,0.88,0.6,0.77
omseek.csv,0.29,0.0,0.13,0.0,0.22,0.06,0.13,0.04,0.11,0.36,0.13,0.61,0.05,0.18,0.14,0.15,0.44,0.1
open-ms.csv,0.78,0.4,0.6,0.37,0.64,0.33,0.54,0.14,0.22,0.21,0.21,0.73,0.72,0.53,0.73,0.58,0.62,0.1
pi-qmc.csv,0.58,1.0,0.84,0.78,0.48,0.61,0.56,0.91,0.98,0.43,0.58,0.82,0.7,0.82,0.73,0.66,0.56,0.73
rosegarden.csv,0.85,0.6,0.98,0.35,0.7,0.58,0.69,0.66,0.38,0.29,0.39,0.91,0.85,0.06,0.77,0.91,0.82,0.17
smarttag.csv,0.9,0.4,0.71,0.67,0.71,0.64,0.59,0.5,0.2,0.64,0.82,0.67,0.8,0.76,0.5,0.73,0.8,0.63
sylpheed-claws.csv,0.97,1.0,0.96,0.91,0.92,1.0,0.95,0.66,0.7,0.93,1.0,1.0,0.99,1.0,0.95,1.0,0.93,0.43
tango-cs.csv,0.81,0.8,0.76,0.65,0.82,1.0,0.74,0.73,0.67,0.64,0.7,0.85,0.65,0.82,0.73,0.75,0.62,0.93
xemeiah.csv,0.6,0.2,0.93,0.39,0.69,0.89,0.93,0.8,0.88,0.93,0.81,0.39,0.38,0.0,0.55,0.58,0.82,0.33
zscreen.csv,0.8,0.2,0.72,0.72,0.75,0.78,0.84,0.27,0.32,0.79,0.81,0.67,0.52,0.35,0.36,0.69,0.64,0.5
