,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.85,1.0,1.0,0.01,0.97,0.96
jahshaka.csv,0.48,0.27,0.81,0.62,0.79,0.79
jam-daq.csv,0.61,0.91,0.54,0.41,0.49,0.41
jatlas.csv,0.78,0.66,0.85,0.57,0.16,0.59
jedit.csv,0.33,0.63,0.61,1.0,0.92,1.0
open-media-library.csv,0.73,0.58,0.43,0.7,0.44,0.61
