,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.75,0.38,0.74,0.9,0.87,0.69,0.68,0.83,0.75,0.5,0.89,0.67,0.82,0.88,0.67
chaperon.csv,0.52,0.62,0.45,0.51,0.93,0.67,0.6,0.4,0.88,0.81,0.57,0.48,0.59,0.8,0.43
co-ode-owl-plugins.csv,0.65,0.35,0.95,0.66,0.42,0.48,0.64,0.4,0.61,0.93,0.45,0.56,0.92,0.7,0.0
e-bio-flow.csv,0.86,0.34,0.88,0.67,0.63,0.45,0.73,0.88,0.59,0.81,0.68,0.51,0.86,0.76,0.89
free-evolution.csv,0.47,0.34,0.38,0.42,0.38,0.44,0.62,0.35,0.61,0.32,0.44,0.66,0.46,0.6,0.36
jaxlib.csv,0.83,0.62,0.86,0.8,0.42,0.81,0.82,0.8,0.54,0.4,0.82,0.46,0.65,0.46,0.75
jmonkeyengine.csv,0.43,0.71,0.77,0.57,0.6,0.51,0.51,0.88,0.56,0.71,0.81,0.36,0.63,0.47,0.74
jmule.csv,0.61,0.31,0.42,0.36,0.33,0.41,0.56,0.31,0.49,0.42,0.4,0.47,0.43,0.61,0.48
kaffeine.csv,0.35,0.34,0.37,0.33,0.29,0.31,0.4,0.3,0.38,0.33,0.4,0.38,0.33,0.44,0.32
nodal.csv,0.73,0.89,0.68,0.46,0.37,0.5,0.63,0.42,0.64,0.7,0.81,0.76,0.9,0.96,0.82
ogrehg.csv,0.7,0.43,0.76,0.64,0.45,0.43,0.53,0.42,0.75,0.86,0.47,0.41,0.9,0.68,0.67
onotoa.csv,0.86,0.78,0.94,0.86,0.46,0.72,0.76,0.91,0.82,0.91,0.96,0.77,0.89,0.81,0.0
papertoolkit.csv,0.5,0.69,0.6,0.9,0.9,0.6,0.55,0.36,0.8,0.89,0.48,0.69,0.79,0.92,0.58
