,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.27,0.4,0.0,0.14,0.35,0.2,0.39,0.32,0.0,0.21,0.36,0.6,0.12
bacula.csv,0.6,0.7,0.17,0.53,0.65,0.36,0.39,0.71,0.72,0.5,0.47,0.36,0.26
elmo.csv,0.51,0.44,0.18,0.52,0.62,0.37,0.41,0.5,0.56,0.42,0.61,0.27,0.26
jajuk.csv,0.62,0.69,0.12,0.56,0.78,0.34,0.44,0.61,0.79,0.51,0.62,0.43,0.25
ktc.csv,0.73,0.65,0.15,0.64,0.71,0.38,0.45,0.32,0.65,0.57,0.61,0.22,0.31
neoengine.csv,0.55,0.54,0.14,0.65,0.69,0.34,0.44,0.79,0.8,0.47,0.62,0.4,0.24
omseek.csv,0.43,0.42,0.0,0.28,0.57,0.53,0.25,0.0,0.5,0.37,0.41,0.0,0.39
pcgen.csv,0.56,0.66,0.17,0.59,0.51,0.25,0.43,0.4,0.8,0.46,0.67,0.41,0.31
rosegarden.csv,0.72,0.67,0.14,0.57,0.71,0.31,0.4,0.3,0.66,0.62,0.59,0.39,0.29
selenium.csv,0.69,0.69,0.1,0.6,0.69,0.36,0.48,0.52,0.67,0.54,0.62,0.41,0.33
vapor.csv,0.0,0.62,0.2,0.56,0.16,0.33,0.53,0.28,0.77,0.26,0.07,0.11,0.31
zorannt.csv,0.44,0.46,0.21,0.27,0.56,0.43,0.29,0.58,0.46,0.22,0.6,0.16,0.21
zscreen.csv,0.63,0.58,0.14,0.57,0.63,0.34,0.48,0.83,0.4,0.49,0.6,0.42,0.26
