,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.32,0.36,0.0,0.11,0.34,0.44,0.57,0.26,0.0,0.29,0.41,0.71,0.37
bacula.csv,0.68,0.62,0.6,0.61,0.66,0.75,0.57,0.64,0.65,0.68,0.44,0.09,0.51
elmo.csv,0.55,0.37,0.61,0.47,0.6,0.75,0.61,0.44,0.48,0.56,0.68,0.37,0.7
jajuk.csv,0.68,0.17,0.43,0.65,0.79,0.74,0.65,0.56,0.69,0.68,0.64,0.63,0.66
ktc.csv,0.77,0.61,0.44,0.66,0.68,0.66,0.61,0.24,0.59,0.6,0.61,0.28,0.65
neoengine.csv,0.61,0.51,0.17,0.69,0.73,0.69,0.5,0.76,0.3,0.57,0.7,0.42,0.66
omseek.csv,0.35,0.36,0.0,0.21,0.48,0.48,0.24,0.0,0.41,0.28,0.34,0.0,0.67
pcgen.csv,0.61,0.48,0.44,0.66,0.49,0.44,0.63,0.3,0.0,0.63,0.67,0.44,0.77
rosegarden.csv,0.77,0.64,0.44,0.51,0.71,0.61,0.59,0.2,0.59,0.71,0.67,0.57,0.7
selenium.csv,0.78,0.68,0.23,0.66,0.67,0.68,0.64,0.44,0.6,0.71,0.64,0.6,0.63
vapor.csv,0.0,0.57,0.61,0.56,0.11,0.72,0.63,0.2,0.54,0.2,0.05,0.09,0.69
zorannt.csv,0.45,0.43,0.74,0.19,0.5,0.67,0.42,0.52,0.38,0.2,0.59,0.21,0.57
zscreen.csv,0.72,0.54,0.24,0.63,0.47,0.68,0.68,0.79,0.3,0.63,0.6,0.0,0.68
