,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.96,0.91,0.45,0.85,0.5,0.99,0.83,0.52,0.5,0.82
fritzing.csv,0.49,0.51,0.47,0.52,0.38,0.48,0.67,0.73,0.48,0.53
jlinalg.csv,0.49,0.95,0.66,0.45,0.58,0.68,0.46,0.43,0.71,0.57
knowledge.csv,0.42,0.4,0.46,0.38,0.42,0.51,0.67,0.47,0.48,0.47
massiv.csv,0.86,0.94,0.67,0.0,0.0,0.95,0.0,0.57,0.0,0.0
multitude.csv,0.44,0.55,0.45,0.37,0.38,0.43,0.4,0.35,0.49,0.44
playerstage.csv,0.42,0.52,0.43,0.51,0.39,0.54,0.75,0.54,0.52,0.58
quarkplusplus.csv,0.53,0.62,0.46,0.54,0.48,0.79,0.8,0.44,0.5,0.54
rtrt-on-gpu.csv,0.5,0.44,0.67,0.4,0.55,0.51,0.79,0.88,0.68,0.58
superwaba.csv,0.39,0.44,0.41,0.5,0.31,0.4,0.43,0.35,0.42,0.47
