,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.34,0.16,0.68,0.34,0.39,0.5,0.1,0.6,0.58,0.26
fritzing.csv,0.76,0.78,0.76,0.64,0.84,0.75,0.2,0.3,0.71,0.46
jlinalg.csv,0.72,0.14,0.4,0.71,0.47,0.75,0.5,0.95,0.46,0.62
knowledge.csv,0.76,0.92,0.82,0.86,0.89,0.75,0.2,0.65,0.62,0.78
massiv.csv,0.14,0.26,0.32,0.0,0.0,1.0,0.0,0.6,0.0,0.0
multitude.csv,0.76,0.52,0.79,0.81,0.81,0.75,0.5,0.95,0.75,0.71
playerstage.csv,0.6,0.6,0.86,0.71,0.79,0.75,0.1,0.7,0.46,0.54
quarkplusplus.csv,0.86,0.68,0.74,0.5,0.53,0.75,0.1,0.9,0.58,0.51
rtrt-on-gpu.csv,0.42,0.78,0.42,0.81,0.5,0.25,0.6,0.0,0.33,0.55
superwaba.csv,0.32,0.66,0.67,0.5,0.61,0.75,0.5,1.0,0.29,0.52
