,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.5,0.47,0.52,0.39,0.48,0.47,0.38,0.43,0.42,0.52,0.66,0.53,0.41,0.38,0.4,0.59,0.41
biopax.csv,0.39,0.41,0.39,0.35,0.46,0.39,0.43,0.4,0.43,0.4,0.39,0.49,0.39,0.39,0.36,0.52,0.41
ffigo.csv,0.5,1.0,0.0,0.55,0.67,0.0,0.0,0.0,0.95,0.94,0.89,0.91,0.41,0.0,0.47,0.96,0.83
freebios.csv,0.59,0.88,0.62,0.93,0.87,0.84,0.65,0.82,0.87,0.89,0.59,0.73,0.56,0.99,0.54,0.62,0.86
glelite.csv,0.4,0.42,0.42,0.35,0.48,0.39,0.43,0.41,0.42,0.43,0.39,0.51,0.37,0.39,0.38,0.49,0.41
gnupdate.csv,0.57,0.88,0.55,0.39,0.66,0.64,0.5,0.67,0.53,0.87,0.86,0.82,0.53,0.75,0.75,0.64,0.43
go.csv,0.46,0.44,0.44,0.38,0.55,0.41,0.41,0.44,0.42,0.55,0.62,0.51,0.42,0.41,0.41,0.54,0.4
gstreamer.csv,0.4,0.55,0.44,0.39,0.45,0.4,0.42,0.42,0.45,0.65,0.37,0.55,0.4,0.42,0.47,0.46,0.41
metacosm.csv,0.86,0.39,0.92,0.46,0.86,0.97,0.61,0.51,0.45,0.58,0.52,0.56,0.56,0.7,0.47,0.53,0.42
pcsx2.csv,0.49,0.5,0.48,0.53,0.49,0.49,0.42,0.41,0.47,0.53,0.83,0.68,0.9,0.48,0.56,0.54,0.35
pgui.csv,0.75,0.0,0.59,0.49,0.58,0.0,0.42,0.61,0.92,0.87,0.77,0.6,0.83,0.0,0.58,0.44,0.41
qse.csv,0.78,0.78,0.92,0.52,0.8,0.97,0.5,0.81,0.51,0.64,0.62,0.59,0.84,0.86,0.57,0.6,0.44
rebecca-aiml.csv,0.4,0.39,0.58,0.36,0.36,0.35,0.41,0.35,0.37,0.61,0.39,0.41,0.38,0.33,0.35,0.43,0.53
skia.csv,0.4,0.44,0.92,0.42,0.5,0.38,0.55,0.39,0.48,0.93,0.35,0.54,0.41,0.69,0.42,0.65,0.5
vars-redux.csv,0.44,0.38,0.47,0.41,0.45,0.52,0.47,0.4,0.4,0.41,0.39,0.51,0.38,0.38,0.39,0.63,0.35
wxjs.csv,0.0,0.98,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.97,0.64,0.95,0.0,0.67,0.89,0.83,0.0
yale.csv,0.4,0.65,0.54,0.48,0.48,0.41,0.72,0.93,0.54,0.56,0.96,0.65,0.72,0.84,0.44,0.52,0.62
