,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.22,0.51,0.53,0.66,0.7,0.4,0.51,0.64,0.46,0.8,0.32,0.67,0.27,0.4,0.67,0.15,0.71
biopax.csv,0.84,1.0,1.0,1.0,0.95,0.71,1.0,0.9,0.91,1.0,1.0,1.0,0.82,0.99,1.0,0.1,1.0
ffigo.csv,0.04,0.23,0.0,0.6,0.02,0.0,0.02,0.0,0.08,0.05,0.1,0.0,0.34,0.01,0.54,0.25,0.16
freebios.csv,0.76,0.37,0.24,0.25,0.45,0.38,0.72,0.33,0.35,0.13,0.49,0.33,0.64,0.43,0.63,0.7,0.1
glelite.csv,0.98,0.97,0.92,0.75,0.98,0.91,0.98,0.98,0.78,0.96,0.98,0.0,0.98,0.99,0.78,0.7,0.97
gnupdate.csv,0.22,0.16,0.57,0.72,0.17,0.29,0.36,0.27,0.3,0.29,0.23,0.67,0.25,0.12,0.2,0.25,0.77
go.csv,0.2,0.69,0.67,0.82,0.31,0.57,0.43,0.48,0.49,0.58,0.43,0.0,0.43,0.34,0.63,0.15,0.81
gstreamer.csv,0.56,0.7,0.82,0.87,0.47,0.82,0.6,0.68,0.39,0.5,0.78,0.67,0.82,0.26,0.39,0.75,1.0
metacosm.csv,0.07,0.66,0.14,0.34,0.06,0.08,0.06,0.34,0.25,0.45,0.33,0.33,0.2,0.1,0.43,0.25,0.19
pcsx2.csv,0.29,0.42,0.69,0.34,0.62,0.44,0.45,0.84,0.39,0.64,0.2,0.0,0.05,0.36,0.33,0.15,0.58
pgui.csv,0.0,0.0,0.57,0.69,0.55,0.0,0.47,0.3,0.03,0.39,0.39,1.0,0.05,0.0,0.3,0.85,1.0
qse.csv,0.04,0.38,0.14,0.52,0.01,0.05,0.19,0.1,0.2,0.49,0.36,0.67,0.09,0.06,0.28,0.1,0.61
rebecca-aiml.csv,0.53,0.62,0.24,0.55,0.53,0.72,0.32,0.57,0.57,0.14,0.43,0.33,0.48,0.68,0.78,0.4,0.26
skia.csv,0.31,0.4,0.12,0.42,0.27,0.49,0.13,0.49,0.32,0.04,0.48,0.0,0.43,0.19,0.24,0.5,0.19
vars-redux.csv,0.51,0.67,0.51,0.34,0.69,0.33,0.3,0.95,0.38,0.99,0.66,1.0,0.52,0.73,0.78,0.0,0.35
wxjs.csv,0.0,0.07,0.0,0.01,0.0,0.02,0.02,0.01,0.02,0.11,0.22,0.0,0.0,0.01,0.13,0.2,0.0
yale.csv,1.0,0.26,0.55,0.39,0.99,0.97,0.62,0.36,0.88,0.65,0.27,1.0,0.5,0.5,0.8,0.4,0.16
