,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.37,0.98,0.4,0.09,0.44,0.6,0.32,0.2,0.24,0.3,0.44,0.32
freedom-erp.csv,0.09,0.0,0.33,0.0,0.04,0.0,0.98,0.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.47,0.53,0.51,0.51,0.43,0.73,0.02,0.17,0.21,0.36,0.49,1.0
jmoney.csv,0.98,0.37,0.43,0.36,0.28,0.29,0.47,0.24,0.3,0.28,0.06,0.21
jsidplay2.csv,0.68,0.16,1.0,0.46,0.4,0.48,0.76,0.15,0.38,0.19,0.4,0.66
reaper3d.csv,0.31,0.0,0.63,0.33,0.42,0.01,0.48,0.93,0.2,0.24,0.0,0.66
servicestack.csv,0.32,0.2,0.34,0.41,0.47,0.39,0.45,0.16,0.87,0.13,0.0,0.32
springside.csv,0.59,0.55,0.68,0.95,0.32,0.68,0.77,0.1,0.42,0.54,0.59,0.65
swtfox.csv,0.0,0.47,0.27,0.35,0.97,0.69,0.12,0.1,0.32,0.57,0.5,0.67
synecdoche.csv,0.42,0.28,0.76,0.31,0.43,0.6,0.73,0.13,0.44,0.29,0.98,0.64
tmva.csv,0.44,0.44,0.67,0.52,0.37,0.99,0.74,0.18,0.35,0.45,0.39,0.52
wsmt.csv,0.07,0.54,0.06,0.24,0.21,0.48,0.0,0.0,0.18,0.96,0.36,0.61
