,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.46,1.0,0.32,0.07,0.42,0.51,0.28,0.62,0.32,0.26,0.49,0.24
freedom-erp.csv,0.06,0.0,0.24,0.0,0.02,0.0,0.99,0.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.59,0.59,0.41,0.63,0.5,0.38,0.01,0.53,0.27,0.33,0.09,1.0
jmoney.csv,1.0,0.34,0.33,0.31,0.33,0.2,0.4,0.54,0.28,0.26,0.04,0.15
jsidplay2.csv,0.83,0.18,1.0,0.5,0.45,0.38,0.5,0.52,0.56,0.19,0.35,0.57
reaper3d.csv,0.4,0.0,0.52,0.41,0.33,0.01,0.43,0.9,0.3,0.2,0.0,0.59
servicestack.csv,0.29,0.18,0.24,0.36,0.46,0.3,0.4,0.42,0.8,0.11,0.0,0.24
springside.csv,0.7,0.61,0.59,0.95,0.38,0.53,0.71,0.41,0.61,0.41,0.61,0.58
swtfox.csv,0.0,0.56,0.21,0.41,0.96,0.57,0.09,0.4,0.47,0.52,0.4,0.57
synecdoche.csv,0.44,0.33,0.68,0.26,0.48,0.49,0.27,0.2,0.51,0.28,0.98,0.57
tmva.csv,0.55,0.53,0.58,0.64,0.43,0.98,0.05,0.68,0.5,0.43,0.41,0.39
wsmt.csv,0.06,0.63,0.04,0.25,0.15,0.39,0.0,0.0,0.21,0.93,0.41,0.53
