,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.31,0.96,0.65,0.2,0.54,0.75,0.5,0.12,0.21,0.42,0.36,0.79
freedom-erp.csv,0.5,0.0,0.92,0.0,0.14,0.0,0.98,0.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.35,0.38,0.72,0.4,0.38,0.71,0.05,0.11,0.19,0.48,0.35,1.0
jmoney.csv,0.95,0.5,0.85,0.54,0.24,0.93,0.69,0.16,0.4,0.35,0.5,0.82
jsidplay2.csv,0.55,0.18,1.0,0.44,0.31,0.89,0.62,0.09,0.29,0.22,0.56,0.69
reaper3d.csv,0.25,0.0,0.73,0.25,0.85,1.0,0.57,1.0,0.15,0.4,0.0,0.76
servicestack.csv,0.45,0.29,1.0,0.6,0.52,0.8,0.58,0.1,1.0,0.23,0.0,0.75
springside.csv,0.42,0.39,0.87,0.96,0.27,0.72,0.67,0.06,0.3,0.47,0.45,0.73
swtfox.csv,0.0,0.41,0.48,0.26,1.0,0.74,0.47,0.06,0.22,0.68,0.37,0.69
synecdoche.csv,0.44,0.27,0.91,0.48,0.42,0.87,0.59,0.07,0.42,0.33,1.0,0.76
tmva.csv,0.37,0.33,0.85,0.39,0.31,1.0,0.58,0.1,0.24,0.44,0.41,0.56
wsmt.csv,0.11,0.47,0.2,0.27,0.62,0.73,0.0,0.0,0.19,1.0,0.32,0.8
