,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.74,0.02,0.84,0.95,0.66,0.68,0.83,0.53,0.82,0.85,0.79,0.81
freedom-erp.csv,0.95,1.0,0.8,1.0,0.98,1.0,0.03,1.0,1.0,1.0,1.0,1.0
javaprofiler.csv,0.7,0.74,0.76,0.61,0.71,0.9,1.03,0.6,0.85,0.8,1.0,0.0
jmoney.csv,0.02,0.72,0.73,0.74,0.92,0.83,0.68,0.54,0.78,0.92,0.97,0.88
jsidplay2.csv,0.38,0.92,0.0,0.61,0.86,0.68,0.83,0.64,0.68,1.08,0.71,0.69
reaper3d.csv,0.84,1.0,0.74,0.92,0.73,0.99,0.73,0.12,0.95,0.88,1.0,0.57
servicestack.csv,0.76,0.87,0.8,0.7,0.63,0.76,0.73,0.68,0.24,0.97,1.0,0.81
springside.csv,0.68,0.73,0.51,0.06,0.9,0.77,0.62,0.91,0.68,0.91,0.73,0.61
swtfox.csv,1.06,0.62,1.01,0.92,0.05,0.71,0.93,0.8,0.82,0.58,0.89,0.7
synecdoche.csv,0.65,0.83,0.39,0.79,0.67,0.58,0.93,0.96,0.58,0.95,0.03,0.58
tmva.csv,0.65,0.78,0.53,0.67,0.83,0.02,0.99,0.65,0.82,0.86,0.72,0.94
wsmt.csv,0.97,0.53,1.05,0.84,0.88,0.74,1.01,1.0,0.87,0.09,0.83,0.56
