,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.4,0.67,0.81,0.86,0.45,0.64,0.56,0.96,0.58,0.38,0.49,0.76,0.66,0.49,1.03,0.53,0.63,0.64,0.44,0.76
galaxium.csv,0.38,0.45,0.51,0.48,0.67,0.67,0.57,0.7,0.87,0.44,0.41,0.72,0.3,0.46,0.39,0.63,0.98,0.61,0.35,0.74
itext.csv,0.91,0.53,0.65,0.43,0.55,0.63,0.66,0.69,0.56,0.67,0.71,0.91,0.78,0.33,0.54,0.63,0.92,0.62,0.4,0.81
jahshakafx.csv,0.28,0.45,0.48,0.47,0.69,0.74,0.54,0.73,0.47,0.45,0.36,0.58,0.39,0.51,0.5,0.56,0.61,0.44,0.31,0.89
kolmafia.csv,0.63,0.7,0.95,0.85,0.67,0.84,0.9,0.87,0.6,0.91,0.83,0.86,0.73,0.46,0.55,0.96,0.95,0.38,0.68,0.84
mecat.csv,0.98,0.56,0.61,0.6,0.92,0.94,0.8,0.99,0.74,0.69,0.84,0.96,1.0,0.94,0.7,0.86,0.12,0.94,0.51,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.32,0.46,0.42,0.61,0.84,0.88,0.57,0.77,1.0,0.44,0.57,0.49,0.83,0.74,0.7,0.8,0.67,0.61,0.53,0.92
mptvseries.csv,0.31,0.48,0.4,0.61,0.69,0.74,0.58,0.89,0.37,0.49,0.48,0.6,0.49,0.86,0.53,0.68,0.43,0.77,0.31,0.88
novembre.csv,0.58,0.45,0.71,0.73,0.82,0.68,0.39,0.88,0.95,0.72,0.61,0.61,0.89,0.64,0.96,0.68,0.67,0.61,0.33,0.91
ns-3.csv,0.57,0.46,0.66,0.49,0.73,0.56,0.9,0.81,0.9,0.79,0.8,0.61,0.6,0.71,0.37,0.68,0.65,0.55,0.87,0.58
nullc.csv,0.89,1.0,1.0,1.0,0.35,0.65,0.54,0.85,0.53,0.5,0.36,0.95,0.67,0.83,1.0,0.68,0.72,0.79,0.33,0.71
pixel-commandos.csv,0.96,0.68,0.77,0.69,0.84,0.85,0.74,0.94,0.54,0.6,0.81,0.81,0.89,1.0,0.91,0.83,0.75,1.0,0.07,1.0
plee-the-bear.csv,0.37,0.61,0.32,0.96,0.75,0.66,0.67,0.75,0.75,0.73,0.69,0.64,0.71,0.74,0.46,0.66,0.87,0.7,0.64,0.73
quantlib.csv,1.0,1.0,1.0,1.0,1.0,0.81,1.0,1.0,0.97,0.84,1.0,0.75,1.0,0.86,1.0,1.0,1.0,1.0,1.0,0.47
reaper-ecad.csv,0.5,0.65,0.45,0.39,0.76,0.93,0.8,0.78,0.79,0.66,0.69,1.0,0.97,1.0,1.0,0.89,0.67,0.73,0.5,1.0
sbml.csv,0.5,0.47,0.67,0.69,0.65,0.65,0.8,0.71,0.65,0.34,0.81,0.68,0.62,0.75,0.4,0.54,0.76,0.48,0.74,0.54
smartgwt.csv,0.36,0.51,0.57,0.88,0.7,0.61,0.5,0.78,0.65,0.59,0.49,0.71,0.73,0.81,0.34,0.58,1.04,0.69,0.48,0.68
unladen-swallow.csv,0.74,0.6,0.6,0.96,0.84,0.68,0.75,0.8,0.82,0.84,0.8,0.58,0.61,0.54,0.91,0.76,1.02,0.54,0.61,0.77
vienna-add-in.csv,0.75,0.83,0.75,0.84,0.63,0.78,0.94,0.48,0.84,0.97,0.85,0.86,0.67,0.8,0.96,0.93,0.92,0.93,0.84,0.75
wow-qrsk.csv,0.91,0.62,0.51,0.45,0.86,0.87,1.0,0.83,0.48,0.92,0.29,0.61,0.55,0.69,0.79,0.82,0.52,0.61,1.0,1.0
