,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,14.0,1.0,56.0,63.0,0.0,0.0,1.0,0.0,6.0,0.0,19.0,0.0,3.0,1.0,2.0,1.0,10.0,3.0,6.0,0.0
galaxium.csv,14.0,4.0,83.0,16.0,0.0,1.0,0.0,3.0,4.0,0.0,10.0,1.0,2.0,2.0,1.0,0.0,25.0,2.0,2.0,6.0
itext.csv,93.0,30.0,62.0,9.0,0.0,1.0,0.0,1.0,1.0,2.0,20.0,1.0,9.0,0.0,1.0,0.0,21.0,3.0,4.0,7.0
jahshakafx.csv,0.0,12.0,35.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,8.0
kolmafia.csv,27.0,96.0,190.0,55.0,1.0,2.0,3.0,1.0,4.0,1.0,20.0,0.0,3.0,2.0,1.0,2.0,23.0,0.0,16.0,0.0
mecat.csv,1.0,11.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,5.0,0.0,0.0,0.0,2.0,118.0
mp-rechnungs-und-kundenverwaltung.csv,1.0,13.0,21.0,6.0,0.0,0.0,2.0,1.0,49.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,13.0,0.0,6.0,0.0
mptvseries.csv,1.0,17.0,34.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,10.0,5.0,2.0,0.0,1.0,7.0,0.0,3.0,21.0
novembre.csv,11.0,0.0,6.0,14.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,3.0,5.0,0.0,13.0,3.0,8.0,6.0
ns-3.csv,49.0,15.0,28.0,20.0,0.0,1.0,4.0,2.0,7.0,8.0,16.0,7.0,8.0,4.0,1.0,3.0,8.0,0.0,57.0,3.0
nullc.csv,99.0,3.0,58.0,80.0,0.0,0.0,2.0,0.0,3.0,1.0,11.0,0.0,7.0,0.0,2.0,0.0,21.0,11.0,7.0,5.0
pixel-commandos.csv,1.0,0.0,22.0,34.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,63.0,24.0,0.0,18.0,85.0,0.0,118.0
plee-the-bear.csv,0.0,2.0,8.0,7.0,1.0,2.0,1.0,0.0,6.0,0.0,58.0,0.0,1.0,2.0,3.0,0.0,25.0,0.0,13.0,11.0
quantlib.csv,104.0,3.0,58.0,189.0,60.0,0.0,54.0,123.0,6.0,1.0,69.0,0.0,121.0,1.0,2.0,65.0,62.0,5.0,94.0,2.0
reaper-ecad.csv,0.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,148.0,0.0,63.0,387.0,0.0,0.0,4.0,0.0,118.0
sbml.csv,13.0,13.0,90.0,31.0,0.0,0.0,1.0,1.0,3.0,0.0,78.0,8.0,11.0,4.0,17.0,0.0,30.0,1.0,41.0,1.0
smartgwt.csv,2.0,1.0,21.0,6.0,0.0,1.0,2.0,1.0,5.0,2.0,7.0,0.0,6.0,2.0,0.0,0.0,62.0,4.0,6.0,0.0
unladen-swallow.csv,2.0,9.0,15.0,5.0,0.0,2.0,6.0,1.0,4.0,1.0,58.0,0.0,4.0,3.0,5.0,2.0,62.0,0.0,16.0,1.0
vienna-add-in.csv,61.0,3.0,32.0,50.0,0.0,0.0,15.0,0.0,7.0,1.0,59.0,0.0,5.0,4.0,2.0,0.0,32.0,4.0,43.0,13.0
wow-qrsk.csv,3.0,12.0,52.0,10.0,0.0,0.0,54.0,1.0,3.0,1.0,18.0,8.0,7.0,5.0,2.0,0.0,15.0,0.0,94.0,118.0
