,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.0,13.0,0.0,8.0,1.0,21.0,15.0,3.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0
blogentis.csv,0.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,3.0,1.0,21.0,1.0,0.0,10.0
bochs.csv,0.0,24.0,0.0,1.0,0.0,16.0,1.0,3.0,0.0,0.0,7.0,4.0,1.0,6.0,1.0,0.0,1.0
galaxium.csv,80.0,10.0,0.0,0.0,1.0,10.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0
gisgraphy.csv,0.0,7.0,0.0,0.0,0.0,34.0,4.0,2.0,0.0,1.0,5.0,7.0,0.0,2.0,1.0,0.0,2.0
haphazard.csv,132.0,10.0,1.0,0.0,0.0,33.0,0.0,1.0,2.0,0.0,1.0,10.0,1.0,6.0,0.0,1.0,10.0
ipfire-wall.csv,0.0,158.0,3.0,8.0,0.0,27.0,8.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0
jmri.csv,0.0,7.0,0.0,0.0,0.0,21.0,11.0,1.0,0.0,9.0,5.0,4.0,0.0,2.0,1.0,0.0,2.0
jvcl.csv,0.0,4.0,0.0,1.0,0.0,8.0,7.0,1.0,0.0,64.0,3.0,1.0,3.0,121.0,19.0,0.0,0.0
kaffeine.csv,102.0,7.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,2.0,7.0
m-a-d-n-e-s-s.csv,0.0,36.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,5.0
magicwars.csv,0.0,2.0,0.0,14.0,0.0,20.0,13.0,0.0,0.0,0.0,8.0,4.0,1.0,4.0,95.0,0.0,1.0
nh3d.csv,0.0,158.0,0.0,2.0,0.0,24.0,15.0,3.0,0.0,0.0,8.0,4.0,1.0,7.0,2.0,0.0,1.0
opentibia.csv,0.0,9.0,0.0,0.0,0.0,13.0,1.0,2.0,1.0,0.0,4.0,18.0,1.0,17.0,1.0,0.0,1.0
sarasvati.csv,17.0,10.0,1.0,16.0,0.0,15.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,4.0,0.0,4.0
smartgwt.csv,61.0,6.0,3.0,18.0,1.0,18.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,4.0,0.0,1.0,1.0
tweetsharp.csv,2.0,0.0,0.0,18.0,0.0,21.0,9.0,2.0,0.0,3.0,5.0,0.0,0.0,5.0,2.0,0.0,1.0
