,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.73,0.47,0.34,0.52,0.1,0.59,0.34,0.48,0.59,0.27,0.46,0.19,0.77,0.13,0.24,0.52,0.54
blogentis.csv,0.48,0.54,0.28,0.46,0.0,0.57,0.74,0.48,0.33,0.58,0.4,0.29,0.37,0.61,0.18,0.26,0.45
bochs.csv,0.05,0.4,0.78,0.58,0.79,0.71,0.49,0.09,0.73,0.54,0.13,0.48,0.51,0.64,0.52,0.0,0.72
galaxium.csv,0.29,0.61,0.46,0.43,0.46,0.41,0.53,0.28,0.34,0.59,0.63,0.66,0.48,0.81,0.72,0.44,0.51
gisgraphy.csv,0.29,0.57,0.57,0.45,0.62,0.48,0.53,0.05,0.5,0.1,0.36,0.32,0.37,0.38,0.16,0.63,0.75
haphazard.csv,0.39,0.05,0.33,0.53,0.56,0.31,0.38,0.26,0.19,0.58,0.2,0.4,0.47,0.4,0.01,0.3,0.17
ipfire-wall.csv,0.73,0.0,0.42,0.33,0.26,0.11,0.57,0.18,0.51,0.38,0.77,0.54,0.51,0.24,0.59,0.52,0.34
jmri.csv,0.29,0.55,0.23,0.66,0.22,0.56,0.56,0.48,0.29,0.41,0.42,0.36,0.41,0.23,0.39,0.48,0.58
jvcl.csv,0.56,0.59,0.26,0.46,0.26,0.21,0.63,0.34,0.36,0.0,0.44,0.37,0.42,0.0,0.47,0.36,0.27
kaffeine.csv,0.28,0.09,0.69,0.55,0.85,0.69,0.66,0.6,0.55,0.56,0.45,0.69,0.3,0.71,0.82,0.38,0.56
m-a-d-n-e-s-s.csv,0.05,0.53,0.17,0.27,0.12,0.31,0.56,0.24,0.12,0.61,0.38,0.7,0.45,0.42,0.69,0.17,0.21
magicwars.csv,0.0,0.48,0.0,0.27,0.0,0.3,0.27,0.68,0.0,0.17,0.0,0.09,0.0,0.48,0.6,0.0,0.34
nh3d.csv,1.0,0.0,0.0,0.32,0.0,0.0,0.0,0.05,0.66,0.0,0.0,0.09,0.0,0.05,0.05,0.0,0.0
opentibia.csv,0.74,0.07,0.77,0.45,0.38,0.63,0.29,0.48,0.37,0.27,0.44,0.19,0.5,0.38,0.14,0.67,0.63
sarasvati.csv,0.5,0.36,0.46,0.41,0.17,0.8,0.28,0.45,0.24,0.57,0.53,0.41,0.36,0.74,0.73,0.2,0.52
smartgwt.csv,0.29,0.57,0.54,0.53,0.68,0.46,0.54,0.5,0.62,0.54,0.61,0.71,0.6,0.59,0.84,0.58,0.52
tweetsharp.csv,0.29,0.23,0.54,0.55,0.34,0.56,0.35,0.13,0.62,0.34,0.45,0.47,0.52,0.43,0.23,0.74,0.63
