,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.95,1.0,1.0,0.99,1.0,1.0
jahshaka.csv,0.61,0.82,0.4,0.35,0.6,0.69
jam-daq.csv,0.66,0.09,0.48,0.54,0.6,0.71
jatlas.csv,0.93,0.55,0.68,0.54,1.0,0.73
jedit.csv,0.74,1.0,0.72,1.0,0.8,1.0
open-media-library.csv,0.82,0.45,0.7,0.78,1.0,0.93
