,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.46,0.0,0.0,0.99,0.13,0.17
jahshaka.csv,0.63,0.81,0.41,0.4,0.52,0.53
jam-daq.csv,0.62,0.11,0.52,0.59,0.63,0.71
jatlas.csv,0.52,0.55,0.43,0.56,0.96,0.64
jedit.csv,0.76,0.09,0.63,0.0,0.29,0.0
open-media-library.csv,0.59,0.5,0.71,0.0,0.83,0.66
