,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.39,0.86,0.16,0.45,0.86,0.94,0.56,0.31,0.73,0.4,0.5,0.86,0.8,0.45,0.22,0.06,0.33,0.78
encog-cs.csv,0.57,0.62,0.79,0.89,0.57,0.9,0.68,0.82,0.56,0.6,0.85,0.94,0.8,0.91,0.89,0.56,0.7,0.98
geochat.csv,0.13,0.43,0.12,0.3,0.62,0.9,0.15,0.18,0.26,0.15,0.15,0.36,0.4,0.38,0.13,0.14,0.5,0.2
ibatisdb.csv,0.04,0.05,0.14,0.29,0.19,0.65,0.45,0.04,0.21,0.15,0.08,0.81,0.4,0.31,0.47,0.33,0.47,0.06
inkscape.csv,0.53,0.9,0.67,0.66,0.89,0.95,1.0,0.78,0.94,0.55,1.0,0.97,1.0,0.65,0.84,0.83,0.87,0.93
jam-daq.csv,0.18,0.86,0.09,0.12,0.05,0.45,0.14,0.67,0.04,0.1,0.22,0.14,0.0,0.11,0.11,0.14,0.27,0.1
jhotdraw.csv,0.41,0.14,0.47,0.62,0.57,0.55,0.86,0.38,0.75,0.25,0.6,0.78,0.8,0.65,0.69,0.72,0.27,0.54
ninject.csv,0.29,0.14,0.3,0.52,0.54,0.21,0.2,0.13,0.23,0.45,0.35,0.78,1.0,0.51,0.51,0.72,0.4,0.42
ofbiz.csv,0.41,0.81,0.47,0.75,0.35,0.55,0.62,0.22,0.17,0.3,0.78,0.42,0.8,0.75,0.29,0.31,0.53,0.67
oorexx.csv,0.54,0.52,0.51,0.55,0.3,0.35,0.32,0.58,0.32,0.5,0.24,0.39,0.0,0.6,0.6,0.61,0.33,0.21
opentibia.csv,0.78,0.29,0.12,0.25,0.35,0.05,0.56,0.04,0.69,0.7,0.2,0.75,0.4,0.22,0.47,0.08,0.37,0.31
projectts.csv,0.49,0.9,0.58,0.71,0.65,0.45,0.44,0.13,0.34,0.2,0.37,0.39,0.8,0.69,0.36,0.58,0.77,0.68
retromenu.csv,0.29,0.81,0.02,0.12,0.03,0.26,0.67,0.4,0.09,0.15,0.27,0.22,0.2,0.11,0.36,0.11,0.0,0.33
roolo.csv,0.37,0.71,0.77,0.75,0.49,0.76,0.44,0.47,0.57,0.75,0.82,0.33,1.0,0.73,0.84,0.81,0.8,0.81
tango-cs.csv,0.42,0.95,0.81,0.89,0.54,0.74,0.53,0.76,0.75,0.6,0.65,0.89,1.0,0.85,0.6,0.33,0.93,0.74
trinitycore.csv,0.28,0.29,0.47,0.55,0.32,0.6,0.21,0.47,0.6,0.45,0.51,0.0,0.8,0.73,0.56,0.33,0.17,0.53
uface.csv,0.72,1.0,0.98,0.82,0.62,0.84,0.92,1.0,0.73,0.5,0.96,0.67,1.0,0.82,0.73,1.0,0.97,0.94
uwom-server.csv,0.4,0.57,0.51,0.66,0.32,0.34,0.24,0.51,0.52,0.6,0.52,0.25,0.6,0.65,0.69,0.36,0.2,0.65
