,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.59,0.13,0.55,0.67,0.53,0.6,0.7,0.71,0.69,0.31,0.56,0.24,0.68,0.48,0.74,0.37,0.55,0.78
decidr.csv,0.5,0.18,0.57,0.72,0.41,0.51,0.77,0.7,0.65,0.42,0.67,0.23,0.75,0.42,0.74,0.32,0.47,0.9
doomlegacy.csv,0.64,0.0,0.57,0.51,0.5,0.55,0.69,0.29,0.38,0.43,0.66,0.29,0.78,0.4,0.79,0.19,0.47,0.71
elmo.csv,0.56,0.21,0.6,0.49,0.43,0.54,0.7,0.66,0.67,0.44,0.48,0.27,0.61,0.41,0.76,0.44,0.55,0.69
gpac.csv,0.59,0.0,0.31,0.19,0.17,0.25,0.57,0.75,0.66,0.37,0.29,0.25,0.33,0.0,0.21,0.23,0.41,0.14
illumination.csv,0.0,0.12,0.16,0.55,0.0,0.52,0.05,0.0,0.0,0.3,0.47,0.12,0.72,0.42,0.0,0.65,0.44,0.81
img-browse-sort.csv,0.67,0.09,0.58,0.61,0.57,0.51,0.63,0.57,0.41,0.38,0.66,0.28,0.81,0.67,0.29,0.33,0.39,0.69
ktc.csv,0.72,0.18,0.63,0.29,0.58,0.46,0.6,0.53,0.51,0.32,0.3,0.3,0.67,0.45,0.53,0.29,0.61,0.62
neoengine.csv,0.53,0.14,0.61,0.51,0.4,0.53,0.7,0.71,0.69,0.47,0.24,0.25,0.68,0.46,0.74,0.33,0.62,0.76
nicepress.csv,0.54,0.17,0.56,0.55,0.55,0.74,0.72,0.65,0.64,0.37,0.64,0.28,0.72,0.41,0.46,0.33,0.45,0.73
omseek.csv,0.42,0.0,0.15,0.0,0.28,0.05,0.23,0.03,0.14,0.24,0.36,0.42,0.69,0.4,0.0,0.24,0.17,0.4
pi-qmc.csv,0.35,0.11,0.61,0.64,0.29,0.56,0.56,0.66,0.65,0.32,0.45,0.2,0.65,0.42,0.68,0.33,0.75,0.64
rosegarden.csv,0.66,0.13,0.57,0.63,0.62,0.53,0.64,0.54,0.46,0.43,0.48,0.27,0.76,0.46,0.84,0.28,0.41,0.79
sigil.csv,0.69,0.13,0.51,0.7,0.51,0.48,0.61,0.49,0.37,0.48,0.65,0.26,0.85,0.53,0.53,0.21,0.49,0.8
smarttag.csv,0.66,0.12,0.55,0.64,0.51,0.53,0.58,0.5,0.32,0.59,0.65,0.22,0.66,0.36,0.79,0.32,0.51,0.75
sylpheed-claws.csv,0.6,0.13,0.55,0.73,0.45,0.51,0.72,0.65,0.67,0.43,0.64,0.2,0.74,0.39,0.85,0.35,0.42,0.9
xemeiah.csv,0.59,0.13,0.57,0.45,0.46,0.54,0.72,0.66,0.67,0.4,0.72,0.25,0.7,0.42,0.55,0.0,0.58,0.59
zscreen.csv,0.64,0.14,0.59,0.83,0.47,0.52,0.65,0.24,0.31,0.37,0.64,0.25,0.79,0.36,0.72,0.23,0.38,0.9
