,recall,precision,pf,pci_20,ifa,wins
bibletime.csv,0.75,0.53,0.5700000000000001,0.405,3.0,4
decidr.csv,0.895,0.455,0.8300000000000001,0.41000000000000003,3.0,2
doomlegacy.csv,0.745,0.495,0.435,0.435,2.0,7
elmo.csv,0.735,0.5,0.525,0.41,2.0,5
gpac.csv,0.215,0.435,0.18,0.835,2.5,13
illumination.csv,0.47,0.28,0.51,0.45499999999999996,8.5,0
img-browse-sort.csv,0.505,0.67,0.195,0.545,0.5,17
ktc.csv,0.485,0.635,0.22999999999999998,0.47,2.0,14
neoengine.csv,0.7,0.55,0.39,0.45,2.5,10
nicepress.csv,0.77,0.48,0.46499999999999997,0.45999999999999996,2.0,8
omseek.csv,0.15500000000000003,0.5700000000000001,0.055,0.74,1.0,16
pi-qmc.csv,0.64,0.505,0.505,0.42,2.5,3
rosegarden.csv,0.685,0.505,0.49,0.46499999999999997,1.0,9
sigil.csv,0.605,0.595,0.325,0.505,1.0,15
smarttag.csv,0.63,0.55,0.37,0.46,1.0,12
sylpheed-claws.csv,0.96,0.41500000000000004,0.97,0.39,5.0,1
xemeiah.csv,0.62,0.535,0.28500000000000003,0.47,2.0,11
zscreen.csv,0.755,0.495,0.54,0.49,2.5,6
