,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.56,0.58,0.86,0.81,0.62,0.4,0.58,0.24,0.57,0.66,0.36,0.29
dsworkbench.csv,0.71,0.29,0.07,0.34,0.45,0.07,0.51,0.0,0.65,0.11,0.0,0.09
gogoego.csv,0.7,0.48,0.66,0.64,0.58,0.7,0.0,0.52,0.4,0.75,0.36,0.67
jpaul.csv,0.5,0.55,0.0,0.77,0.06,0.0,0.18,0.0,0.13,0.0,0.0,0.0
loki-lib.csv,0.59,0.56,0.19,0.68,0.39,0.51,0.69,0.12,0.65,0.34,0.68,0.66
motu.csv,0.53,0.09,0.27,0.4,0.23,0.51,0.69,0.37,0.27,0.69,0.6,0.31
mp-rechnungs-und-kundenverwaltung.csv,0.17,0.53,0.21,0.36,0.06,0.29,0.36,0.24,0.61,0.35,0.33,0.22
rtrt-on-gpu.csv,0.55,0.43,0.47,0.33,0.39,0.35,0.42,0.73,0.55,0.36,0.35,0.7
scenemonitor.csv,0.64,0.58,0.15,0.8,0.71,0.42,0.58,0.56,0.63,0.53,0.12,0.51
xstore.csv,0.51,0.38,0.4,0.7,0.54,0.44,0.33,0.22,0.6,0.66,0.66,0.0
yarp0.csv,0.52,0.31,0.49,0.07,0.4,0.75,0.26,0.36,0.58,0.41,0.43,0.56
zemljanka.csv,0.24,0.17,0.0,0.0,0.13,0.63,0.45,0.54,0.05,0.09,0.49,0.84
