,recall,precision,pf,pci_20,ifa,wins
cleartk.csv,0.845,0.41000000000000003,0.745,0.42,2.0,3
dsworkbench.csv,0.16999999999999998,0.56,0.095,0.815,0.5,10
gogoego.csv,0.77,0.48,0.56,0.405,3.0,7
jpaul.csv,0.025,0.17,0.01,0.24,27.0,0
loki-lib.csv,0.63,0.41000000000000003,0.41000000000000003,0.475,3.0,6
motu.csv,0.705,0.365,0.595,0.46,1.0,4
mp-rechnungs-und-kundenverwaltung.csv,0.265,0.7,0.085,0.635,0.5,11
rtrt-on-gpu.csv,0.395,0.42000000000000004,0.375,0.6100000000000001,1.0,8
scenemonitor.csv,0.605,0.46,0.36,0.455,0.5,9
xstore.csv,0.6799999999999999,0.45499999999999996,0.54,0.44,2.5,5
yarp0.csv,0.585,0.36,0.54,0.475,2.0,2
zemljanka.csv,0.955,0.36,0.95,0.42000000000000004,1.5,1
