,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.69,0.49,0.97,0.55,0.66,0.62,0.61,0.46,0.37,0.58,0.52,0.56,0.62,0.65
exordium.csv,0.41,0.06,0.18,0.24,0.91,0.43,0.43,0.34,0.45,0.54,0.07,0.3,0.26,0.19
google-caja.csv,0.6,0.19,0.61,0.67,0.59,0.63,0.63,1.0,0.69,0.66,0.53,0.56,0.56,0.67
hydrogen.csv,0.48,0.0,0.4,0.4,0.37,0.42,0.95,0.32,0.47,0.51,0.36,0.41,0.24,0.28
kmess.csv,0.65,0.61,0.66,0.53,0.6,0.26,0.45,0.42,0.1,0.44,0.45,0.69,1.0,0.61
kvs.csv,0.1,0.06,0.37,0.92,0.0,0.13,0.29,0.28,0.15,0.23,0.06,0.25,0.16,0.23
megameknet.csv,0.35,0.35,0.28,0.23,0.55,0.57,0.48,0.3,0.37,0.93,0.59,0.42,0.49,0.34
ns-3-dev-def-routing.csv,0.25,0.24,0.22,0.33,0.59,0.21,0.61,0.18,0.37,0.33,0.1,0.98,0.31,0.25
open-ms.csv,0.18,0.29,0.45,0.06,0.13,0.42,0.28,0.34,0.43,0.27,0.48,0.47,0.47,0.97
openmsx.csv,0.75,0.6,0.43,0.49,0.48,0.49,0.49,0.49,0.48,0.32,0.95,0.61,0.6,0.42
rezilla.csv,0.4,0.91,0.55,0.55,0.24,0.54,0.52,0.45,0.34,0.44,0.37,0.53,0.43,0.52
sauerbraten.csv,1.0,0.45,0.34,0.44,0.77,0.6,0.58,0.39,0.44,0.64,0.35,0.52,0.58,0.51
webdriver.csv,0.57,0.37,0.32,0.39,0.73,1.0,0.54,0.21,0.37,0.44,0.36,0.53,0.56,0.42
yafdotnet.csv,0.59,0.57,0.62,0.58,0.63,0.65,0.71,0.55,0.98,0.73,0.53,0.52,0.61,0.63
