,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.63,0.85,0.06,0.68,0.77,0.73,0.85
brlcad.csv,0.06,0.54,0.89,1.06,0.81,0.98,0.97
ftm.csv,0.8,1.25,0.74,0.65,0.7,0.0,0.66
google-web-toolkit.csv,0.73,0.8,0.67,0.49,0.03,0.88,0.25
jcache.csv,0.81,0.71,0.72,0.75,0.62,0.82,0.02
mimosa.csv,0.94,1.13,0.59,0.0,0.73,0.75,0.28
ogre.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0
