,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.55,0.31,0.94,0.39,0.27,0.3,0.15
brlcad.csv,0.94,0.8,0.69,0.45,0.83,0.92,0.65
ftm.csv,0.49,0.25,0.31,0.45,0.39,1.0,0.35
google-web-toolkit.csv,0.33,0.2,0.62,0.61,0.98,0.13,0.82
jcache.csv,0.43,0.5,0.62,0.42,0.57,0.2,1.0
mimosa.csv,0.95,0.48,0.88,1.0,0.64,0.33,0.76
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0
