,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.44,0.5,0.01,0.31,0.24,0.2,0.05
brlcad.csv,0.0,0.5,0.84,0.9,0.8,0.97,0.9
ftm.csv,0.62,1.0,0.28,0.33,0.33,0.0,0.12
google-web-toolkit.csv,0.28,0.0,0.56,0.29,0.01,0.11,0.17
jcache.csv,0.57,0.5,0.62,0.48,0.44,0.18,0.02
mimosa.csv,0.94,1.0,0.57,0.0,0.63,0.32,0.15
ogre.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0
