,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.84,0.74,0.58,0.6,0.41,0.12
aime.csv,0.51,0.35,0.27,0.0,0.77,0.0
badtrinitycore.csv,0.0,0.04,0.51,0.81,0.48,0.38
electric-core.csv,0.55,0.57,0.54,0.55,0.5,0.52
geochat.csv,0.57,0.21,0.4,0.11,0.46,0.54
olsrd.csv,0.74,0.78,0.7,0.62,0.45,0.43
